업로드 시간,해당일 평균 주가,influence,주가 변화율
2020-06-23 08:04:18+00:00,15233.333333333336,0.00025137614678899083,0.007111597374179111
2020-06-23 08:04:18+00:00,2720.0,0.00025137614678899083,-0.020833333333333443
2021-01-28 08:13:36+00:00,2448.333333333333,0.00025137614678899083,0.3985704560925799
2021-01-28 08:13:36+00:00,11175.0,0.00025137614678899083,0.1245339299030572
2021-01-28 08:13:36+00:00,11175.0,0.00025137614678899083,0.1245339299030572
2021-01-28 08:13:36+00:00,6013.333333333332,0.00025137614678899083,0.39855875831485615
2021-01-28 08:13:36+00:00,6013.333333333332,0.00025137614678899083,0.39855875831485615
2021-01-28 08:13:36+00:00,4760.0,0.00025137614678899083,0.06582633053221283
2021-01-28 08:13:36+00:00,4760.0,0.00025137614678899083,0.06582633053221283
2021-01-28 08:13:36+00:00,4760.0,0.00025137614678899083,0.06582633053221283
2020-10-21 09:02:06+00:00,8700.0,0.00025137614678899083,0.3103448275862069
2020-10-21 09:02:06+00:00,8700.0,0.00025137614678899083,0.3103448275862069
2020-10-21 09:02:06+00:00,8700.0,0.00025137614678899083,0.3103448275862069
2020-10-21 09:02:06+00:00,8700.0,0.00025137614678899083,0.3103448275862069
2020-10-21 09:02:06+00:00,8700.0,0.00025137614678899083,0.3103448275862069
2020-10-21 09:02:06+00:00,8700.0,0.00025137614678899083,0.3103448275862069
2020-10-21 09:02:06+00:00,6815.0,0.00025137614678899083,0.08950843727072634
2020-10-21 09:02:06+00:00,6815.0,0.00025137614678899083,0.08950843727072634
2020-10-21 09:02:06+00:00,6815.0,0.00025137614678899083,0.08950843727072634
2020-10-21 09:02:06+00:00,6815.0,0.00025137614678899083,0.08950843727072634
2020-10-21 09:02:06+00:00,6815.0,0.00025137614678899083,0.08950843727072634
2020-10-21 09:02:06+00:00,1935.0,0.00025137614678899083,0.2484926787252367
2020-10-21 09:02:06+00:00,1935.0,0.00025137614678899083,0.2484926787252367
2020-10-21 09:02:06+00:00,1935.0,0.00025137614678899083,0.2484926787252367
2020-10-21 09:02:06+00:00,1935.0,0.00025137614678899083,0.2484926787252367
2020-10-21 09:02:06+00:00,1935.0,0.00025137614678899083,0.2484926787252367
2020-10-21 09:02:06+00:00,3940.0,0.00025137614678899083,0.06175972927241955
2020-10-21 09:02:06+00:00,3940.0,0.00025137614678899083,0.06175972927241955
2020-10-21 09:02:06+00:00,3940.0,0.00025137614678899083,0.06175972927241955
2020-10-21 09:02:06+00:00,3940.0,0.00025137614678899083,0.06175972927241955
2020-10-21 09:02:06+00:00,3940.0,0.00025137614678899083,0.06175972927241955
2020-10-21 09:02:06+00:00,3940.0,0.00025137614678899083,0.06175972927241955
2020-02-09 02:50:56+00:00,5303.333333333333,0.00025137614678899083,0.08139534883720936
2020-02-09 02:50:56+00:00,2070.0,0.00025137614678899083,-0.008454106280193236
2020-02-09 02:50:56+00:00,5711.666666666668,0.00025137614678899083,0.00846221184709637
2020-02-09 02:50:56+00:00,5940.0,0.00025137614678899083,0.014309764309764309
2021-02-04 07:52:34+00:00,8633.333333333334,0.00025137614678899083,0.6679536679536678
2021-02-04 07:52:34+00:00,8633.333333333334,0.00025137614678899083,0.6679536679536678
2021-02-04 07:52:34+00:00,8633.333333333334,0.00025137614678899083,0.6679536679536678
2021-02-04 07:52:34+00:00,3510.0,0.00025137614678899083,0.2452516619183285
2021-02-04 07:52:34+00:00,3510.0,0.00025137614678899083,0.2452516619183285
2021-02-04 07:52:34+00:00,11825.0,0.00025137614678899083,0.2325581395348837
2021-02-04 07:52:34+00:00,317.5,0.00025137614678899083,0.2703412073490811
2021-02-04 07:52:34+00:00,317.5,0.00025137614678899083,0.2703412073490811
2021-02-04 07:52:34+00:00,182.0,0.00025137614678899083,0.0293040293040292
2021-02-04 07:52:34+00:00,182.0,0.00025137614678899083,0.0293040293040292
2021-02-04 07:52:34+00:00,182.0,0.00025137614678899083,0.029304029304029044
2021-02-04 07:52:34+00:00,182.0,0.00025137614678899083,0.029304029304029044
2021-02-04 07:52:34+00:00,310.6666666666667,0.00025137614678899083,0.13090128755364774
2021-02-04 07:52:34+00:00,310.6666666666667,0.00025137614678899083,0.13090128755364774
2020-12-15 08:10:31+00:00,9358.333333333334,0.00025137614678899083,0.07195013357079239
2020-12-15 08:10:31+00:00,6983.333333333332,0.00025137614678899083,0.028878281622911874
2020-07-06 08:21:15+00:00,13316.666666666664,0.00025137614678899083,0.38110137672090144
2020-07-06 08:21:15+00:00,1500.0,0.00025137614678899083,0.15444444444444466
2020-07-06 08:21:15+00:00,38566.66666666666,0.00025137614678899083,0.2476231633535005
2020-07-06 08:21:15+00:00,839.1666666666665,0.00025137614678899083,0.1477656405163852
2020-07-06 08:21:15+00:00,2478.333333333333,0.00025137614678899083,0.02555480833893752
2021-01-05 08:16:44+00:00,57616.66666666666,0.00025137614678899083,0.4015041943881981
2021-01-05 08:16:44+00:00,23133.33333333333,0.00025137614678899083,0.030979827089337393
2021-01-05 08:16:44+00:00,24900.0,0.00025137614678899083,0.3343373493975904
2021-01-05 08:16:44+00:00,1980.0,0.00025137614678899083,0.13047138047138032
2020-01-29 14:59:36+00:00,4410.0,0.00025137614678899083,0.07256235827664399
2020-07-20 07:40:34+00:00,2643.333333333333,0.00025137614678899083,0.2786885245901641
2020-07-20 07:40:34+00:00,1901.666666666667,0.00025137614678899083,0.2581069237510953
2020-07-20 07:40:34+00:00,6796.666666666668,0.00025137614678899083,0.19053457577243746
2020-07-20 07:40:34+00:00,78083.33333333331,0.00025137614678899083,0.025400213447172332
