언급된 종목,조회수,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가,업로드시간,Unnamed: 7,구독자,상장주식수,업로드 시간 원본,Unnamed: 11,주가 변화율,거래량 변화율,라벨1
셀트리온,47399,1599095,941883,345750.0,360500.0,2021-02-01 오후 7,2021-02-01,602000,134997805,2021-02-01 오후 7:44:29,오후 7:44:29,0.04266088214027477,0.4109899661996317,1
SK하이닉스,43661,1455403,1030763,120666.6667,127916.6667,2021-02-01 오후 5,2021-02-01,602000,728002365,2021-02-01 오후 5:22:25,오후 5:22:25,0.060082872911579314,0.29176798453761604,1
삼성전자,43661,7939788,5180893,81766.66667,84250.0,2021-02-01 오후 5,2021-02-01,602000,5969782,2021-02-01 오후 5:22:25,오후 5:22:25,0.030370974275158058,0.34747716185872973,0
삼성SDI,31417,142984,97139,732500.0,751333.3333,2021-02-01 오후 3,2021-02-01,602000,68764530,2021-02-01 오후 3:49:34,오후 3:49:34,0.025711035221843082,0.32063028031108376,0
포스코케미칼,31417,151734,90656,133083.3333,134416.6667,2021-02-01 오후 3,2021-02-01,602000,77463220,2021-02-01 오후 3:49:34,오후 3:49:34,0.010018785725740484,0.40253338078479445,0
셀트리온,20173,376526,183390,324750.0,333750.0,2021-01-28 오후 6,2021-01-28,602000,134997805,2021-01-28 오후 6:28:09,오후 6:28:09,0.02771362586605081,0.5129420013491764,0
신풍제약,20173,394570,207921,88033.33333,86483.33333,2021-01-28 오후 6,2021-01-28,602000,52984990,2021-01-28 오후 6:28:09,오후 6:28:09,0.01760696705859928,0.47304407329497933,0
일진머티리얼즈,33871,144490,322921,65866.66667,71400.0,2021-01-28 오후 4,2021-01-28,602000,46110835,2021-01-28 오후 4:24:49,오후 4:24:49,0.08400809711113309,1.2349020693473596,1
삼성전자,254879,6897124,5157028,84033.33333,84450.0,2021-01-28 오후 2,2021-01-28,602000,5969782,2021-01-28 오후 2:21:22,오후 2:21:22,0.004958349901029756,0.2522929847281273,0
DB하이텍,254879,425617,441784,64600.0,66483.33333,2021-01-28 오후 2,2021-01-28,602000,44398588,2021-01-28 오후 2:21:22,오후 2:21:22,0.029153766718266163,0.037984854928257095,0
삼성바이오로직스,9425,104359,72651,819833.3333,825000.0,2021-01-27 오후 6,2021-01-27,602000,66165000,2021-01-27 오후 6:54:43,오후 6:54:43,0.006302093962443601,0.3038357975833421,0
SK케미칼,9425,113860,59232,433750.0,404666.6667,2021-01-27 오후 6,2021-01-27,602000,11741396,2021-01-27 오후 6:54:43,오후 6:54:43,0.0670509125072046,0.4797821886527314,1
삼성전자,17176,4355041,6897124,86666.66667,84033.33333,2021-01-27 오후 4,2021-01-27,602000,5969782,2021-01-27 오후 4:28:24,오후 4:28:24,0.030384615460369958,0.5837104633458101,0
SK,17176,123346,195843,340250.0,328833.3333,2021-01-27 오후 4,2021-01-27,602000,70360297,2021-01-27 오후 4:28:24,오후 4:28:24,0.033553759588537846,0.5877531496765197,0
원익IPS,17176,164779,234086,52983.33333,50666.66667,2021-01-27 오후 4,2021-01-27,602000,49083901,2021-01-27 오후 4:28:24,오후 4:28:24,0.04372444152524223,0.4206057810764721,1
삼성전자,69614,5325754,4355041,88666.66667,86666.66667,2021-01-26 오후 9,2021-01-26,602000,5969782,2021-01-26 오후 9:45:49,오후 9:45:49,0.022556390976595623,0.18226771270321535,0
시그네틱스,69614,24264609,11349646,1416.666667,1525.833333,2021-01-26 오후 9,2021-01-26,602000,85728319,2021-01-26 오후 9:45:49,오후 9:45:49,0.0770588230406921,0.5322551457556971,1
두산퓨얼셀,108095,430375,494631,62166.666670000006,60866.666670000006,2021-01-26 오후 6,2021-01-26,602000,65493726,2021-01-26 오후 6:45:45,오후 6:45:45,0.020911528149012783,0.1493023525994772,0
한화솔루션,108095,391835,351340,55516.666670000006,54433.333329999994,2021-01-26 오후 6,2021-01-26,602000,159864497,2021-01-26 오후 6:45:45,오후 6:45:45,0.019513659680605817,0.10334707210943382,0
SK하이닉스,46717,1669446,1005241,131916.6667,128583.3333,2021-01-26 오후 3,2021-01-26,602000,728002365,2021-01-26 오후 3:45:40,오후 3:45:40,0.025268478073210768,0.39785952944869135,0
삼성전자,46717,5325754,4355041,88666.66667,86666.66667,2021-01-26 오후 3,2021-01-26,602000,5969782,2021-01-26 오후 3:45:40,오후 3:45:40,0.022556390976595623,0.18226771270321535,0
SK케미칼,16299,178285,113860,428750.0,433750.0,2021-01-26 오후 3,2021-01-26,602000,11741396,2021-01-26 오후 3:15:11,오후 3:15:11,0.011661807580174927,0.3613596208318142,0
신풍제약,16299,254734,406264,99033.33333,93616.66667,2021-01-26 오후 3,2021-01-26,602000,52984990,2021-01-26 오후 3:15:11,오후 3:15:11,0.054695388692517395,0.5948558103747439,1
삼성전자,85606,3896110,5325754,86866.66667,88666.66667,2021-01-25 오후 9,2021-01-25,602000,5969782,2021-01-25 오후 9:22:58,오후 9:22:58,0.02072141212506825,0.3669413851251633,0
SK하이닉스,85606,666206,1669446,130166.6667,131916.6667,2021-01-25 오후 9,2021-01-25,602000,728002365,2021-01-25 오후 9:22:58,오후 9:22:58,0.0134443021732537,1.5059005772989136,0
LG화학,26215,56998,49235,981333.3333,987000.0,2021-01-25 오후 6,2021-01-25,602000,70592343,2021-01-25 오후 6:22:55,오후 6:22:55,0.005774456555902607,0.13619776132495878,0
포스코케미칼,26215,113268,49393,140500.0,139250.0,2021-01-25 오후 6,2021-01-25,602000,77463220,2021-01-25 오후 6:22:55,오후 6:22:55,0.008896797153024912,0.5639280290991278,0
삼성전자,18838,3896110,5325754,86866.66667,88666.66667,2021-01-25 오후 4,2021-01-25,602000,5969782,2021-01-25 오후 4:07:36,오후 4:07:36,0.02072141212506825,0.3669413851251633,0
원익IPS,18838,844827,168355,52316.66667,52866.66667,2021-01-25 오후 4,2021-01-25,602000,49083901,2021-01-25 오후 4:07:36,오후 4:07:36,0.010512902197482453,0.800722514787051,0
셀트리온,29897,250926,385162,314750.0,330000.0,2021-01-25 오후 3,2021-01-25,602000,134997805,2021-01-25 오후 3:10:46,오후 3:10:46,0.048451151707704525,0.5349624989040593,1
신풍제약,29897,129669,254734,100300.0,99033.33333,2021-01-25 오후 3,2021-01-25,602000,52984990,2021-01-25 오후 3:10:46,오후 3:10:46,0.01262878035892329,0.9644942121864131,0
DB하이텍,7381,715272,437448,72866.66667,69316.66667,2021-01-24 오후 7,2021-01-24,602000,44398588,2021-01-24 오후 7:00:32,오후 7:00:32,0.04871912168121138,0.38841727342884946,1
LG화학,5620,72401,56998,983833.3333,981333.3333,2021-01-24 오후 5,2021-01-24,602000,70592343,2021-01-24 오후 5:00:29,오후 5:00:29,0.002541080806455737,0.21274568030828303,0
천보,5620,25232,16976,194500.0,193933.3333,2021-01-24 오후 5,2021-01-24,602000,10000000,2021-01-24 오후 5:00:29,오후 5:00:29,0.002913453470437026,0.3272035510462904,0
박셀바이오,4757,675791,275274,167916.6667,160100.0,2021-01-24 오후 3,2021-01-24,602000,15046000,2021-01-24 오후 3:00:01,오후 3:00:01,0.046550868675622664,0.5926640041077789,1
에스엘,4529,328549,184418,25808.33333,26375.0,2021-01-24 오후 1,2021-01-24,602000,48203277,2021-01-24 오후 1:00:00,오후 1:00:00,0.02195673245359462,0.4386895105448502,0
삼성전자,132467,6897124,5157028,84033.33333,84450.0,2021-01-28 오후 1,2021-01-28,261000,5969782,2021-01-28 오후 1:26:30,오후 1:26:30,0.004958349901029756,0.2522929847281273,0
삼성전자,113187,5325754,4355041,88666.66667,86666.66667,2021-01-27 오전 1,2021-01-27,261000,5969782,2021-01-27 오전 12:35:42,전 12:35:42,0.022556390976595623,0.18226771270321535,0
삼성전자,127373,3896110,5325754,86866.66667,88666.66667,2021-01-25 오후 3,2021-01-25,261000,5969782,2021-01-25 오후 3:56:39,오후 3:56:39,0.02072141212506825,0.3669413851251633,0
삼성전자,75439,9963824,3896110,88483.33333,86866.66667,2021-01-24 오후 1,2021-01-24,261000,5969782,2021-01-24 오후 10:26:07,후 10:26:07,0.018270860727755408,0.6089744258830746,0
삼성전자,164870,3629745,9963824,87383.33333,88483.33333,2021-01-21 오후 4,2021-01-21,261000,5969782,2021-01-21 오후 4:29:47,오후 4:29:47,0.012588212855715744,1.7450479303642543,0
삼성전자,84954,6432886,3629745,88450.0,87383.33333,2021-01-21 오전 4,2021-01-21,261000,5969782,2021-01-21 오전 4:27:15,오전 4:27:15,0.012059544036178699,0.43575169838234346,0
삼성전자,71796,10724025,6432886,84416.66667,88450.0,2021-01-20 오전 6,2021-01-20,261000,5969782,2021-01-20 오전 6:48:45,오전 6:48:45,0.04777887458843906,0.4001425770641154,1
삼성전자,63380,10724025,6432886,84416.66667,88450.0,2021-01-19 오후 5,2021-01-19,261000,5969782,2021-01-19 오후 5:28:35,오후 5:28:35,0.04777887458843906,0.4001425770641154,1
삼성전자,119774,7681967,10724025,86483.33333,84416.66667,2021-01-19 오전 8,2021-01-19,261000,5969782,2021-01-19 오전 8:10:56,오전 8:10:56,0.02389670449118879,0.39599987867690656,0
삼성전자,206921,7681967,10724025,86483.33333,84416.66667,2021-01-18 오후 6,2021-01-18,261000,5969782,2021-01-18 오후 6:20:36,오후 6:20:36,0.02389670449118879,0.39599987867690656,0
삼성전자,134822,6755953,7681967,90450.0,86483.33333,2021-01-18 오전 6,2021-01-18,261000,5969782,2021-01-18 오전 6:19:12,오전 6:19:12,0.04385480011055839,0.1370663768679267,1
삼성전자,102734,6755953,7681967,90450.0,86483.33333,2021-01-17 오후 2,2021-01-17,261000,5969782,2021-01-17 오후 2:18:28,오후 2:18:28,0.04385480011055839,0.1370663768679267,1
삼성전자,97347,4368268,6755953,89100.0,90450.0,2021-01-14 오후 1,2021-01-14,261000,5969782,2021-01-14 오후 10:26:06,후 10:26:06,0.015151515151515152,0.5465976446500077,0
삼성전자,102089,4368268,6755953,89100.0,90450.0,2021-01-14 오후 1,2021-01-14,261000,5969782,2021-01-14 오후 1:44:32,오후 1:44:32,0.015151515151515152,0.5465976446500077,0
LG화학,102089,121122,64455,1021000.0,1009500.0,2021-01-14 오후 1,2021-01-14,261000,70592343,2021-01-14 오후 1:44:32,오후 1:44:32,0.011263467189030362,0.46785059691880915,0
삼성SDI,102089,81928,91217,751333.3333,757000.0,2021-01-14 오후 1,2021-01-14,261000,68764530,2021-01-14 오후 1:44:32,오후 1:44:32,0.007542147338400197,0.11338004101161996,0
삼성전자,100858,7669001,4368268,90083.33333,89100.0,2021-01-13 오후 1,2021-01-13,261000,5969782,2021-01-13 오후 10:23:27,후 10:23:27,0.010915818649802555,0.43039934406058883,0
삼성전자,176862,7669001,4368268,90083.33333,89100.0,2021-01-13 오후 3,2021-01-13,261000,5969782,2021-01-13 오후 3:35:32,오후 3:35:32,0.010915818649802555,0.43039934406058883,0
카카오,176862,218220,211730,455666.6667,458250.0,2021-01-13 오후 3,2021-01-13,261000,88560927,2021-01-13 오후 3:35:32,오후 3:35:32,0.00566934886571548,0.029740628723306756,0
LG화학,176862,154069,121122,984833.3333,1021000.0,2021-01-13 오후 3,2021-01-13,261000,70592343,2021-01-13 오후 3:35:32,오후 3:35:32,0.0367236419372727,0.21384574443917984,0
삼성SDI,176862,145540,81928,747833.3333,751333.3333,2021-01-13 오후 3,2021-01-13,261000,68764530,2021-01-13 오후 3:35:32,오후 3:35:32,0.00468018720769691,0.4370757180156658,0
삼성전자,146679,9425602,7669001,89900.0,90083.33333,2021-01-12 오후 9,2021-01-12,261000,5969782,2021-01-12 오후 9:57:39,오후 9:57:39,0.0020393028921022694,0.18636486030282204,0
삼성전자,139001,9425602,7669001,89900.0,90083.33333,2021-01-12 오후 2,2021-01-12,261000,5969782,2021-01-12 오후 2:29:08,오후 2:29:08,0.0020393028921022694,0.18636486030282204,0
LG화학,139001,103814,154069,978500.0,984833.3333,2021-01-12 오후 2,2021-01-12,261000,70592343,2021-01-12 오후 2:29:08,오후 2:29:08,0.006472491875319424,0.484086924692238,0
삼성SDI,139001,208905,145540,731833.3333,747833.3333,2021-01-12 오후 2,2021-01-12,261000,68764530,2021-01-12 오후 2:29:08,오후 2:29:08,0.021862901390200997,0.30331969076853116,0
삼성전자,95138,14968961,9425602,92416.66667,89900.0,2021-01-12 오전 1,2021-01-12,261000,5969782,2021-01-12 오전 12:29:17,전 12:29:17,0.027231740341668892,0.3703235648753444,0
삼성전자,130043,14968961,9425602,92416.66667,89900.0,2021-01-11 오후 3,2021-01-11,261000,5969782,2021-01-11 오후 3:27:34,오후 3:27:34,0.027231740341668892,0.3703235648753444,0
삼성전자,82646,8566091,14968961,84116.66667,92416.66667,2021-01-10 오후 1,2021-01-10,261000,5969782,2021-01-10 오후 11:24:21,후 11:24:21,0.0986724786963078,0.747466960133858,1
삼성전자,57669,5955302,8566091,83216.66667,84116.66667,2021-01-08 오전 2,2021-01-08,261000,5969782,2021-01-08 오전 2:28:11,오전 2:28:11,0.010815141197243534,0.43839741460634574,0
카카오,57669,199341,246994,398083.3333,410166.6667,2021-01-08 오전 2,2021-01-08,261000,88560927,2021-01-08 오전 2:28:11,오전 2:28:11,0.03035377869209578,0.23905267857590762,0
삼성전자,81932,5955302,8566091,83216.66667,84116.66667,2021-01-07 오후 3,2021-01-07,261000,5969782,2021-01-07 오후 3:18:27,오후 3:18:27,0.010815141197243534,0.43839741460634574,0
삼성전자,131911,9524607,5955302,83966.66667,83216.66667,2021-01-06 오후 2,2021-01-06,261000,5969782,2021-01-06 오후 2:15:53,오후 2:15:53,0.008932115918660891,0.37474564567335955,0
삼성전자,58719,9401631,9524607,82316.66667,83966.66667,2021-01-05 오후 9,2021-01-05,261000,5969782,2021-01-05 오후 9:09:47,오후 9:09:47,0.020044543429032412,0.013080283623128795,0
삼성전자,71336,9401631,9524607,82316.66667,83966.66667,2021-01-05 오후 1,2021-01-05,261000,5969782,2021-01-05 오후 1:05:24,오후 1:05:24,0.020044543429032412,0.013080283623128795,0
삼성전자,64826,9660483,2910888,78433.33333,77816.66667,2020-12-30 오전 2,2020-12-30,261000,5969782,2020-12-30 오전 2:24:50,오전 2:24:50,0.007862303357750053,0.6986809044640936,0
LG화학,64826,70766,36118,810833.3333,809500.0,2020-12-30 오전 2,2020-12-30,261000,70592343,2020-12-30 오전 2:24:50,오전 2:24:50,0.0016443987256586268,0.4896136562756126,0
삼성SDI,64826,193950,88041,572000.0,600500.0,2020-12-30 오전 2,2020-12-30,261000,68764530,2020-12-30 오전 2:24:50,오전 2:24:50,0.049825174825174824,0.5460634184068058,1
셀트리온,64826,2628594,627826,353833.3333,356500.0,2020-12-30 오전 2,2020-12-30,261000,134997805,2020-12-30 오전 2:24:50,오전 2:24:50,0.007536505040747673,0.7611552031237993,0
삼성전자,97713,9660483,2910888,78433.33333,77816.66667,2020-12-29 오후 2,2020-12-29,261000,5969782,2020-12-29 오후 2:50:34,오후 2:50:34,0.007862303357750053,0.6986809044640936,0
셀트리온,97713,2628594,627826,353833.3333,356500.0,2020-12-29 오후 2,2020-12-29,261000,134997805,2020-12-29 오후 2:50:34,오후 2:50:34,0.007536505040747673,0.7611552031237993,0
카카오,97713,222543,282958,380000.0,389416.6667,2020-12-29 오후 2,2020-12-29,261000,88560927,2020-12-29 오후 2:50:34,오후 2:50:34,0.024780701842105266,0.2714756249354057,0
삼성SDI,97713,193950,88041,572000.0,600500.0,2020-12-29 오후 2,2020-12-29,261000,68764530,2020-12-29 오후 2:50:34,오후 2:50:34,0.049825174825174824,0.5460634184068058,1
삼성전자,79173,9899344,9660483,79466.66667,78433.33333,2020-12-29 오전 4,2020-12-29,261000,5969782,2020-12-29 오전 4:47:20,오전 4:47:20,0.01300335578804531,0.024128972586466336,0
삼성물산,79173,235055,370317,139250.0,139750.0,2020-12-29 오전 4,2020-12-29,261000,186887081,2020-12-29 오전 4:47:20,오전 4:47:20,0.003590664272890485,0.5754482993341984,0
현대모비스,79173,42864,78422,250833.3333,249166.6667,2020-12-29 오전 4,2020-12-29,261000,95054694,2020-12-29 오전 4:47:20,오전 4:47:20,0.006644518007527498,0.8295539380365808,0
LG생활건강,79173,2977,6949,1626333.333,1616833.333,2020-12-29 오전 4,2020-12-29,261000,15618197,2020-12-29 오전 4:47:20,오전 4:47:20,0.005841360935814994,1.334229089687605,0
삼성전자,74744,9899344,9660483,79466.66667,78433.33333,2020-12-28 오후 6,2020-12-28,261000,5969782,2020-12-28 오후 6:15:38,오후 6:15:38,0.01300335578804531,0.024128972586466336,0
LG전자,74744,2940878,2683775,118000.0,130916.6667,2020-12-28 오후 6,2020-12-28,261000,163647814,2020-12-28 오후 6:15:38,오후 6:15:38,0.10946327711864408,0.08742389177653748,1
셀트리온,74744,839748,2628594,344112.1667,353833.3333,2020-12-28 오후 6,2020-12-28,261000,134997805,2020-12-28 오후 6:15:38,오후 6:15:38,0.02824999387038528,2.1302176367195873,0
삼성전자,56454,7681967,10724025,86483.33333,84416.66667,2021-01-18 오후 9,2021-01-18,304000,5969782,2021-01-18 오후 9:56:51,오후 9:56:51,0.02389670449118879,0.39599987867690656,0
삼성전자,12979,6755953,7681967,90450.0,86483.33333,2021-01-17 오후 1,2021-01-17,304000,5969782,2021-01-17 오후 12:28:30,후 12:28:30,0.04385480011055839,0.1370663768679267,1
제이콘텐트리,20567,50144,51222,40641.66667,39975.0,2021-01-08 오전 1,2021-01-08,304000,16385071,2021-01-08 오전 12:56:26,전 12:56:26,0.016403526838925247,0.021498085513720486,0
포스코케미칼,54584,131568,512635,92566.66667,103500.0,2020-12-09 오후 8,2020-12-09,304000,77463220,2020-12-09 오후 8:10:44,오후 8:10:44,0.1181130716198014,2.896350176334671,1
두산인프라코어,28107,457787,679616,8223.333333,8280.0,2020-11-29 오후 5,2020-11-29,304000,215931625,2020-11-29 오후 5:53:28,오후 5:53:28,0.006890960721803383,0.4845681506901681,0
삼성전자,67002,7467012,6790933,67483.33333,67916.66667,2020-11-25 오전 2,2020-11-25,304000,5969782,2020-11-25 오전 2:47:17,오전 2:47:17,0.0064213387012311655,0.09054210707040514,0
SK하이닉스,67002,523256,722032,100166.6667,99766.66667,2020-11-25 오전 2,2020-11-25,304000,728002365,2020-11-25 오전 2:47:17,오전 2:47:17,0.003993344724128627,0.37988288715275126,0
LG화학,67002,144337,302035,765000.0,820333.3333,2020-11-25 오전 2,2020-11-25,304000,70592343,2020-11-25 오전 2:47:17,오전 2:47:17,0.07233115464052295,1.0925680871848522,1
삼성전자,38735,4035919,3930747,83416.66667,83333.33333,2021-02-05 오전 7,2021-02-05,189000,5969782,2021-02-05 오전 7:10:19,오전 7:10:19,0.0009990010788813021,0.02605899672416617,0
카카오,38735,140604,101533,457583.3333,456833.3333,2021-02-05 오전 7,2021-02-05,189000,88560927,2021-02-05 오전 7:10:19,오전 7:10:19,0.0016390457112831212,0.2778797189269153,0
빅히트,38735,70091,82764,233166.6667,242083.3333,2021-02-05 오전 7,2021-02-05,189000,35623760,2021-02-05 오전 7:10:19,오전 7:10:19,0.03824160085228853,0.18080780699376525,0
셀트리온,38735,219273,452562,341666.6667,351000.0,2021-02-05 오전 7,2021-02-05,189000,134997805,2021-02-05 오전 7:10:19,오전 7:10:19,0.027317073070505647,1.0639203185070665,0
삼성전자,74272,4035919,3930747,83416.66667,83333.33333,2021-02-04 오후 3,2021-02-04,189000,5969782,2021-02-04 오후 3:53:03,오후 3:53:03,0.0009990010788813021,0.02605899672416617,0
카카오,74272,140604,101533,457583.3333,456833.3333,2021-02-04 오후 3,2021-02-04,189000,88560927,2021-02-04 오후 3:53:03,오후 3:53:03,0.0016390457112831212,0.2778797189269153,0
셀트리온,74272,219273,452562,341666.6667,351000.0,2021-02-04 오후 3,2021-02-04,189000,134997805,2021-02-04 오후 3:53:03,오후 3:53:03,0.027317073070505647,1.0639203185070665,0
삼성전자,46719,4309541,4035919,84600.0,83416.66667,2021-02-04 오전 6,2021-02-04,189000,5969782,2021-02-04 오전 6:50:56,오전 6:50:56,0.013987391607564941,0.06349214452304781,0
LG화학,46719,115334,105173,982666.6667,991666.6667,2021-02-04 오전 6,2021-02-04,189000,70592343,2021-02-04 오전 6:50:56,오전 6:50:56,0.009158751695754452,0.08810064681707042,0
카카오,46719,139337,140604,453000.0,457583.3333,2021-02-04 오전 6,2021-02-04,189000,88560927,2021-02-04 오전 6:50:56,오전 6:50:56,0.010117733554083881,0.009093062144297639,0
녹십자,59453,36744,183995,432666.6667,479333.3333,2021-02-03 오후 3,2021-02-03,189000,11686538,2021-02-03 오후 3:40:57,오후 3:40:57,0.10785824328907101,4.00748421510995,1
삼성전자,59453,4309541,4035919,84600.0,83416.66667,2021-02-03 오후 3,2021-02-03,189000,5969782,2021-02-03 오후 3:40:57,오후 3:40:57,0.013987391607564941,0.06349214452304781,0
LG화학,59453,115334,105173,982666.6667,991666.6667,2021-02-03 오후 3,2021-02-03,189000,70592343,2021-02-03 오후 3:40:57,오후 3:40:57,0.009158751695754452,0.08810064681707042,0
삼성전자,44095,5180893,4309541,84250.0,84600.0,2021-02-03 오전 6,2021-02-03,189000,5969782,2021-02-03 오전 6:54:24,오전 6:54:24,0.004154302670623145,0.16818567764283107,0
카카오,44095,154871,139337,450000.0,453000.0,2021-02-03 오전 6,2021-02-03,189000,88560927,2021-02-03 오전 6:54:24,오전 6:54:24,0.006666666666666667,0.1003028326801015,0
LG화학,66474,91594,115334,958500.0,982666.6667,2021-02-02 오후 4,2021-02-02,189000,70592343,2021-02-02 오후 4:07:53,오후 4:07:53,0.025213006468440213,0.25918728300980415,0
카카오,66474,154871,139337,450000.0,453000.0,2021-02-02 오후 4,2021-02-02,189000,88560927,2021-02-02 오후 4:07:53,오후 4:07:53,0.006666666666666667,0.1003028326801015,0
셀트리온,66474,941883,479508,360500.0,351416.6667,2021-02-02 오후 4,2021-02-02,189000,134997805,2021-02-02 오후 4:07:53,오후 4:07:53,0.02519648626907073,0.4909049213118827,0
삼성전자,44467,7939788,5180893,81766.66667,84250.0,2021-02-02 오전 6,2021-02-02,189000,5969782,2021-02-02 오전 6:46:09,오전 6:46:09,0.030370974275158058,0.34747716185872973,0
셀트리온,44467,1599095,941883,345750.0,360500.0,2021-02-02 오전 6,2021-02-02,189000,134997805,2021-02-02 오전 6:46:09,오전 6:46:09,0.04266088214027477,0.4109899661996317,1
삼성전자,76666,7939788,5180893,81766.66667,84250.0,2021-02-01 오후 3,2021-02-01,189000,5969782,2021-02-01 오후 3:41:42,오후 3:41:42,0.030370974275158058,0.34747716185872973,0
SK이노베이션,76666,570108,834439,286583.3333,315750.0,2021-02-01 오후 3,2021-02-01,189000,92465564,2021-02-01 오후 3:41:42,오후 3:41:42,0.10177377157333804,0.46365074687603053,1
카카오,76666,258836,154871,432666.6667,450000.0,2021-02-01 오후 3,2021-02-01,189000,88560927,2021-02-01 오후 3:41:42,오후 3:41:42,0.04006163320184425,0.401663601662829,1
삼성전자,49985,6897124,5157028,84033.33333,84450.0,2021-01-29 오전 6,2021-01-29,189000,5969782,2021-01-29 오전 6:42:34,오전 6:42:34,0.004958349901029756,0.2522929847281273,0
NAVER,49985,387020,331549,340500.0,355250.0,2021-01-29 오전 6,2021-01-29,189000,164263395,2021-01-29 오전 6:42:34,오전 6:42:34,0.04331864904552129,0.14332851015451398,1
삼성SDI,49985,168932,130543,764333.3333,759333.3333,2021-01-29 오전 6,2021-01-29,189000,68764530,2021-01-29 오전 6:42:34,오전 6:42:34,0.006541648495706133,0.22724528212535222,0
현대모비스,49985,153402,119120,321750.0,333083.3333,2021-01-29 오전 6,2021-01-29,189000,95054694,2021-01-29 오전 6:42:34,오전 6:42:34,0.035224035120435114,0.2234781815100194,0
포스코케미칼,49985,128803,47325,137750.0,140833.3333,2021-01-29 오전 6,2021-01-29,189000,77463220,2021-01-29 오전 6:42:34,오전 6:42:34,0.022383544827586196,0.6325784337321335,0
NAVER,76166,387020,331549,340500.0,355250.0,2021-01-28 오후 3,2021-01-28,189000,164263395,2021-01-28 오후 3:59:38,오후 3:59:38,0.04331864904552129,0.14332851015451398,1
SK하이닉스,76166,1312306,1430754,124500.0,126916.6667,2021-01-28 오후 3,2021-01-28,189000,728002365,2021-01-28 오후 3:59:38,오후 3:59:38,0.019410977510040173,0.0902594364424151,0
삼성물산,76166,376703,154694,136833.3333,134333.3333,2021-01-28 오후 3,2021-01-28,189000,186887081,2021-01-28 오후 3:59:38,오후 3:59:38,0.018270401953293644,0.5893475762072508,0
삼성SDI,76166,168932,130543,764333.3333,759333.3333,2021-01-28 오후 3,2021-01-28,189000,68764530,2021-01-28 오후 3:59:38,오후 3:59:38,0.006541648495706133,0.22724528212535222,0
삼성전자,84988,4355041,6897124,86666.66667,84033.33333,2021-01-28 오전 5,2021-01-28,189000,5969782,2021-01-28 오전 5:49:06,오전 5:49:06,0.030384615460369958,0.5837104633458101,0
SK하이닉스,84988,1005241,1312306,128583.3333,124500.0,2021-01-28 오전 5,2021-01-28,189000,728002365,2021-01-28 오전 5:49:06,오전 5:49:06,0.031756318608361964,0.30546406284662087,0
LG화학,84988,174785,143290,942333.3333,912500.0,2021-01-28 오전 5,2021-01-28,189000,70592343,2021-01-28 오전 5:49:06,오전 5:49:06,0.03165900244186985,0.18019280830734902,0
SK,84988,123346,195843,340250.0,328833.3333,2021-01-28 오전 5,2021-01-28,189000,70360297,2021-01-28 오전 5:49:06,오전 5:49:06,0.033553759588537846,0.5877531496765197,0
셀트리온,84988,171650,376526,323750.0,324750.0,2021-01-28 오전 5,2021-01-28,189000,134997805,2021-01-28 오전 5:49:06,오전 5:49:06,0.003088803088803089,1.19356830760268,0
카카오,84988,255844,205245,468833.3333,456166.6667,2021-01-28 오전 5,2021-01-28,189000,88560927,2021-01-28 오전 5:49:06,오전 5:49:06,0.02701741898521275,0.1977728615875299,0
삼성전자,76668,4355041,6897124,86666.66667,84033.33333,2021-01-27 오후 4,2021-01-27,189000,5969782,2021-01-27 오후 4:14:37,오후 4:14:37,0.030384615460369958,0.5837104633458101,0
셀트리온,76668,171650,376526,323750.0,324750.0,2021-01-27 오후 4,2021-01-27,189000,134997805,2021-01-27 오후 4:14:37,오후 4:14:37,0.003088803088803089,1.19356830760268,0
카카오,76668,255844,205245,468833.3333,456166.6667,2021-01-27 오후 4,2021-01-27,189000,88560927,2021-01-27 오후 4:14:37,오후 4:14:37,0.02701741898521275,0.1977728615875299,0
삼성바이오로직스,64769,107137,104359,813666.6667,819833.3333,2021-01-27 오전 6,2021-01-27,189000,66165000,2021-01-27 오전 6:55:41,오전 6:55:41,0.007578861040246807,0.025929417474821956,0
녹십자,64769,86571,147613,458583.3333,504583.3333,2021-01-27 오전 6,2021-01-27,189000,11686538,2021-01-27 오전 6:55:41,오전 6:55:41,0.10030892241325161,0.705109101200171,1
LG화학,64769,49235,174785,987000.0,942333.3333,2021-01-27 오전 6,2021-01-27,189000,70592343,2021-01-27 오전 6:55:41,오전 6:55:41,0.04525498145896651,2.5500152330659085,1
카카오,64769,216881,255844,469333.3333,468833.3333,2021-01-27 오전 6,2021-01-27,189000,88560927,2021-01-27 오전 6:55:41,오전 6:55:41,0.0010653409091665724,0.17965151396387882,0
삼성전자,114485,5325754,4355041,88666.66667,86666.66667,2021-01-26 오후 3,2021-01-26,189000,5969782,2021-01-26 오후 3:59:30,오후 3:59:30,0.022556390976595623,0.18226771270321535,0
LG화학,114485,49235,174785,987000.0,942333.3333,2021-01-26 오후 3,2021-01-26,189000,70592343,2021-01-26 오후 3:59:30,오후 3:59:30,0.04525498145896651,2.5500152330659085,1
카카오,114485,216881,255844,469333.3333,468833.3333,2021-01-26 오후 3,2021-01-26,189000,88560927,2021-01-26 오후 3:59:30,오후 3:59:30,0.0010653409091665724,0.17965151396387882,0
