채널,동영상 이름,업로드 시간,조회수,언급된 종목,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
JM Investment,[JM 주식방송]  돼지열병 관련주  대성미생물/광동제약/한국파마  명문제약/진원생명과학 이글벳/파루 바이오주  박호두 방산주 신풍제약/빅텍/나스닥/코스닥/코스피/코로나 관련주,2020-10-12 16:10:40+00:00,632,진원생명과학,642780,638940,31616.66667,31900
리버모어,흑사병(페스트) 정리 및 관련주 체크_191114 #오공 #파루 #이글벳 #고려제약 #진원생명과학 #바이오제네틱스 #우정바이오 #인트론바이오,2019-11-14 15:22:48+00:00,302,진원생명과학,174814,39036,2504.166667,2562.166667
적중리딩TV,"중국 우한 폐렴 관련주 전망 (feat 메르스, 지카바이러스, 오공, 진원생명과학) 후발주자는 녹십자엠에스?? - 적중리딩TV",2020-01-21 15:23:12+00:00,585,진원생명과학,3943920,2084104,3427.166667,3731.166667
심플 관심종목 TV,"내일테마 관심종목! KNN,재택근무,마스크,음압병실,교육,진단키트,치료제,첨생법,아시아나,카카오 //진원생명과학,신일제약,에스맥,일신바이오,대정화금,바이넥스,GH신소재,유엔젤,텔콘",2020-08-26 12:34:10+00:00,19549,진원생명과학,8663418,9536472,28050,35200
아이스탁TV 아이컴퍼니,"첨생법 관련주 모멘텀 얻나?진원생명과학 바톤을 넘겨 받을 다크호스 종목! (파미셀, 메디포스트, 에스씨엠생명과학, 네이처셀, 녹십자랩셀, 바이오솔루션, 진원생명과학, 종목추천)",2020-08-26 04:59:33+00:00,1124,진원생명과학,8663418,9536472,28050,35200
아이스탁TV 아이컴퍼니,"첨생법 관련주 모멘텀 얻나?진원생명과학 바톤을 넘겨 받을 다크호스 종목! (파미셀, 메디포스트, 에스씨엠생명과학, 네이처셀, 녹십자랩셀, 바이오솔루션, 진원생명과학, 종목추천)",2020-08-26 04:59:33+00:00,1124,진원생명과학,8663418,9536472,28050,35200
신의주식,[신神의종목] 첨생법관련주! TOP6! 차바이오텍 메디포스트 코아스템 유틸렉스 셀리드 바이오솔루션! 바이넥스주가 대정화금주가 한국타이어주가 진원생명과학 신풍제약 삼성중공우 신일제약,2020-08-25 07:53:41+00:00,5457,진원생명과학,10848415,8663418,22041.66667,28050
상한가사냥꾼,[상한가사냥꾼] 살인진드기관련주 전진바이오팜 우진비앤지 제일바이오 진원생명과학 종목분석! 씨젠주가전망 신라젠전망 대웅주가 레몬주가 솔브레인주가 제일약품주가 신일제약주가,2020-08-06 09:24:24+00:00,2083,진원생명과학,234874,376273,9328.333333,9355
올라주식,조류독감 AI 관련주. 이글벳 제일바이오 파루 중앙백신 진원생명과학 대한뉴팜 | 쉽고재밌게돈벌기 | 주식공부 | 올라주식,2020-11-29 11:00:13+00:00,304,진원생명과학,246261,184963,25066.66667,25225
콕스톡TV,"[주식][특징주][조류독감 관련주]진원생명과학, 체시스, 바이오니아, 큐브앤컴퍼니, 제일바이오, 파루, 중앙백신, 이글벳, 명문제약",2020-10-26 03:07:20+00:00,875,진원생명과학,750555,1342561,25675,24283.33333
주식으로 슈퍼직장인,"[최종원]줄기세포 대장주 차바이오텍 왕의 귀환! 줄기세포와 파킨슨병 치료제 관련주 핵심체크(셀리버리, 신테카바이오, 펩트론, 네이처셀, 파미셀 등)",2020-06-02 09:08:32+00:00,4100,차바이오텍,90678,5021903,20550,22941.66667
신의주식,[신神의종목] 첨생법관련주! TOP6! 차바이오텍 메디포스트 코아스템 유틸렉스 셀리드 바이오솔루션! 바이넥스주가 대정화금주가 한국타이어주가 진원생명과학 신풍제약 삼성중공우 신일제약,2020-08-25 07:53:41+00:00,5457,차바이오텍,520712,212625,22658.33333,22250
주식으로 슈퍼직장인,"[최종원]8월28일 첨생법 시행. 내용 요약 + 관련주 정리(차바이오텍, 홈캐스트, 코아스템, 파미셀, 메디포스트, 에스씨엠생명과학, 녹십자랩셀, 마크로젠, 첨단재생바이오약법)",2020-08-24 11:13:32+00:00,8299,차바이오텍,186666,520712,20975,22658.33333
개미르망,우리들휴브레인 코아스템 차바이오텍 안트로젠 메디포스트 에스씨엠생명과학 파미셀/첨생법/줄기세포관련주/8월24일/종목분석,2020-08-24 11:02:07+00:00,1043,차바이오텍,186666,520712,20975,22658.33333
토마토티비 (tomato tv),"차바이오텍(085660), 수급·첨생법 따른 체크 필수_200811",2020-08-11 09:21:25+00:00,2725,차바이오텍,318597,507081,23391.66667,22533.33333
개미르망,우리들휴브레인 코아스템 차바이오텍 안트로젠 메디포스트 에스씨엠생명과학 파미셀/첨생법/줄기세포관련주/8월24일/종목분석,2020-08-24 11:02:07+00:00,1043,차바이오텍,186666,520712,20975,22658.33333
개미르망,"파미셀/차바이오텍/8월9일/첨생법,줄기세포/종목분석",2020-08-09 00:28:18+00:00,2189,차바이오텍,264643,398440,22475,22583.33333
심플 관심종목 TV,"8월28일 첨생법 시행 관련주 정리 // 줄기세포,이종장기이식 , 파미셀,차바이오텍,안트로젠,녹십자랩셀,녹십자셀,엔케이맥스,제넨바이오,옵티팜,에스씨엠생명과학등등",2020-08-06 11:39:18+00:00,45824,차바이오텍,769372,264643,22466.66667,22475
콕스톡TV,"[주식][화이자관련주, 명문제약, 제넥신, 차바이오텍, 파미셀, 에이비엘바이오",2020-07-02 05:00:55+00:00,847,차바이오텍,158489,81346,19633.33333,19550
주식생성기,"[셀트리온 주가] 7월 썸머랠리를 장식할 세계1위 줄기세포 관련주! 바이오 데이터스테이션 최대수혜주! (젬백스,조아제약,에스티큐브,메디포스트,녹십자셀,코아스템,차바이오텍,파미셀)",2020-07-02 02:39:28+00:00,2298,차바이오텍,158489,81346,19633.33333,19550
나이스스탁,"[테고사이언스 주가] 줄기세포 관련주, 차바이오텍, 안트로젠, 테고사이언스, 첨단 재생의료법 최대 수혜주, 제2의 일양약품 긴급공갱!",2020-06-08 10:13:14+00:00,1426,차바이오텍,285629,418898,22525,23366.66667
korean hunter 괴팍,셀트리온 및 줄기세포관련주 집중점검#카타르LNG관련 조선주#안트로젠#코아스템#차바이오텍,2020-06-04 09:40:36+00:00,356,차바이오텍,868744,521908,21825,22350
korean hunter 괴팍,줄기세포치료제로 뜨는 K-Bio#차바이오텍#안트로젠#코아스템#메디포스트#강스템바이오텍,2020-06-02 10:41:45+00:00,1349,차바이오텍,90678,5021903,20550,22941.66667
사리의 주식 공부,마이크로바이옴 관련주 5배 이상 갈 종목은? 천랩 주가 전망,2021-01-05 14:03:44+00:00,1851,천랩,166039,54212,53983.33333,55250
신박사,"마이크로바이옴, 차세대 바이오기술 / 지놈앤컴퍼니 상장 / 고바이오랩, 천랩, 제노포커스, 쎌바이오텍 관련주 분석",2020-12-22 21:45:01+00:00,25987,천랩,62447,217736,45233.33333,50083.33333
주식사나이,오늘의 관심종목 천랩 마이크로바이옴 수혜주,2020-12-21 05:21:06+00:00,399,천랩,74339,62447,41975,45233.33333
신의주식,천랩 127조 시장규모를 가진 마이크로바이옴(Microbiome) 가장 완벽한 종목분석과 대응 꼭 들어보세요!!,2019-12-26 07:14:05+00:00,2776,천랩,592202,48230,40241.66667,38516.66667
주식으로 슈퍼직장인,"[임정우] 조류독감 관련주 이글벳 매수는 어디서? (이글벳,파루,제일바이오,중앙백신,우진비앤지,사조씨푸드,CJ씨푸드,신라에스지,마니커에프앤지,체리부로,조류독감)",2020-12-14 06:29:49+00:00,1663,체리부로,126667,48516,2377.5,2350.833333
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,1001,체리부로,15453,15855,2348.333333,2356.666667
최종원의 주식 밀착 취재,"[임정우] 조류독감.구제역 계절테마 및 시장 단기 하락 헷지로 보실만한 종목들 (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신)",2020-09-16 05:28:11+00:00,826,체리부로,422541,57924,2543.333333,2501.666667
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,1351,체리부로,15453,15855,2348.333333,2356.666667
주식으로 슈퍼직장인,"[임정우] 조류독감 관련주 이글벳 매수는 어디서? (이글벳,파루,제일바이오,중앙백신,우진비앤지,사조씨푸드,CJ씨푸드,신라에스지,마니커에프앤지,체리부로,조류독감)",2020-12-14 06:29:49+00:00,6627,체리부로,126667,48516,2377.5,2350.833333
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,0,체리부로,15453,15855,2348.333333,2356.666667
슬기로운 매매생활,"[임정우] 조류독감.구제역 계절테마 및 시장 단기 하락 헷지로 보실만한 종목들 (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신)",2020-09-16 05:28:11+00:00,2822,체리부로,422541,57924,2543.333333,2501.666667
음굿&Umgood,20.11.02. 월요일 #윤석열관련주 #서연 #형지I&amp;C #소리바다 #SK바이오팜 #카카오게임즈 #체시스 #파미셀 #삼성바이오로직스 #LG화학 #빅히트 #한일진공 #셀트리온,2020-11-02 08:17:12+00:00,64,체시스,417364,285113,2866.5,2875.5
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,1001,체시스,416792,828983,2209.166667,2317
콕스톡TV,"[주식][특징주][조류독감 관련주]진원생명과학, 체시스, 바이오니아, 큐브앤컴퍼니, 제일바이오, 파루, 중앙백신, 이글벳, 명문제약",2020-10-26 03:07:20+00:00,668,체시스,1704785,520358,2904.333333,2809.833333
최종원의 주식 밀착 취재,"[임정우] 조류독감.구제역 계절테마 및 시장 단기 하락 헷지로 보실만한 종목들 (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신)",2020-09-16 05:28:11+00:00,826,체시스,89247,3247789,2780.333333,2907.333333
북꼼,"동물백신(살인진드기) 관련주 상승준비완료! 또 무슨 일이 벌어지려고... 동물백신(살인진드기) 관련주(체시스, 대성미생물, 이글벳, 제일바이오, 진바이오텍, 파루, 우정바이오)",2020-08-04 10:01:13+00:00,408,체시스,614224,186365,2781.166667,2794.333333
튜브단타,"돼지독감 관련주, 돼지독감 팬데믹 가능성, 200% 급등할 진짜 수혜주!(체시스, 이글벳, 코미팜, 제일바이오, 중앙백신, 진바이오텍, 우진비앤지, 오디텍, 대한뉴팜, 에스텍파마)",2020-07-01 09:15:36+00:00,1088,체시스,19747451,16173932,2763.333333,2888.166667
주식으로 슈퍼직장인,"[용호] 중국 신종 돼지독감 관련주 단기상승 후 하락 예측한 그대로. 이후 추가상승 가능할까?(체시스,이글벳,우진비앤지)",2020-07-01 08:02:26+00:00,979,체시스,19747451,16173932,2763.333333,2888.166667
주식생성기,"돼지열병 돼지독감 팬데믹 가능성! 진짜수혜주는 이 종목 딱 하나! 재무우량+주가바닥 (코미팜,이글벳,제일바이오,중앙백신,진바이오텍,체시스,우진비앤지,오디텍,대한뉴팜,에스텍파마)",2020-07-01 02:36:28+00:00,1384,체시스,19747451,16173932,2763.333333,2888.166667
정보의 바다,"치매관련주, 피플바이오,젬백스,엔케이맥스, 구충제 관련주  삼성제약,노터스,체시스",2021-01-05 08:16:44+00:00,0,체시스,92828,1593916,1980,2238.333333
공부하는 동학개미,"[임정우] 코로나 치료제에 편입된 구충제 관련주! 국내에선 보수적인데 어떻게 볼까요? (이버멕틴 관련주,구충제 관련주,제일바이오,진바이오텍,신풍제약,체시스,이글벳,알리코제약)",2020-04-06 07:27:32+00:00,1198,체시스,3660910,5942310,2244,2418.5
파트너스코리아,체시스(033250) ★ 돼지열병관련주!! 오늘의 하락은 정말 기분좋은 하락이다!! 그 이유는?,2021-01-06 01:35:17+00:00,2365,체시스,1593916,292016,2238.333333,2220.833333
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,1351,체시스,416792,828983,2209.166667,2317
음굿&Umgood,20.10.12. #아프리카돼지열병 #화장품관련주 #이글벳 #한일진공 #남성 #엑세스바이오 #오성첨단소재 #카카오게임즈 #SK바이오팜 #화장품관련주 #체시스 #코스맥스,2020-10-12 10:44:03+00:00,0,체시스,6129926,1285367,3072,2905.833333
이상투자그룹,"[하림 주가] 여의도 증권가 난리난 컴백 돼지열병 관련주 제2의 체시스 최초공개! l 이상투자그룹 l 변원규전문가 l 주식투자, 주식시세, 주식강의, 주식기초",2020-10-12 09:55:44+00:00,5,체시스,6129926,1285367,3072,2905.833333
주식으로 슈퍼직장인,"[최종원]살인진드기 새로운 대장주 팬젠. 기존 관련주 흐름과 대응은?(이글벳, 제일바이오, 체시스, 우진비앤지, 전진바이오팜)",2020-08-11 08:55:40+00:00,1348,체시스,194891,1293446,2797.333333,2902
주식으로 슈퍼직장인,"[최종원]중국 진드기? 중국대장은 전잔바이오팜. 제일바이오, 이글벳, 체시스, 우진비앤지는?(진드기 관련주, 살인진드기)",2020-08-06 09:36:48+00:00,1722,체시스,4354183,481594,3048,2781
심플 관심종목 TV,"중국,살인진드기바이러스 7명사망 관련주 정리 및 재료에 대한 개인생각 //제일바이오,이글벳,체시스,우정바이오,우진비앤지",2020-08-05 10:25:28+00:00,11164,체시스,186365,4354183,2794.333333,3048
북꼼,"동물백신(살인진드기) 관련주 상승준비완료! 또 무슨 일이 벌어지려고... 동물백신(살인진드기) 관련주(체시스, 대성미생물, 이글벳, 제일바이오, 진바이오텍, 파루, 우정바이오)",2020-08-04 10:01:13+00:00,408,체시스,614224,186365,2781.166667,2794.333333
주식으로 슈퍼직장인,"[임정우] 조류독감 돼지열병 질병관련주.. 그리고 닭고기?수산? (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신,제일바이오)",2020-12-01 08:08:24+00:00,0,체시스,416792,828983,2209.166667,2317
장대양봉TV,2020/11/19 [조류독감/돼지병병/동물방역][일본 원전 오염수 배출] 테마주 공부하기!! [이글벳][우진비엔지][제일바이오][체시스][사조오양][사조씨푸드[CJ씨푸드] 등,2020-11-19 08:37:22+00:00,0,체시스,87578,43272,2126.5,2167.666667
손느린아재,[주식] 10월 29일 특징주 돼지열병 조류독감 체시스 이글벳 우진비앤지 제일바이오 오디텍,2020-10-29 08:43:57+00:00,2556,체시스,302291,264031,2847.333333,2885
손느린아재,[주식] 10월 28일 특징주 드론관련주 네온테크 이글벳 체시스 제일바이오,2020-10-28 08:04:21+00:00,913,체시스,552012,302291,2916.5,2847.333333
손느린아재,[주식] 10월 26일 특징주 고병원성 조류독감 제일바이오 이글벳 체시스,2020-10-26 07:35:00+00:00,1457,체시스,1704785,520358,2904.333333,2809.833333
콕스톡TV,"[주식][특징주][조류독감 관련주]진원생명과학, 체시스, 바이오니아, 큐브앤컴퍼니, 제일바이오, 파루, 중앙백신, 이글벳, 명문제약",2020-10-26 03:07:20+00:00,875,체시스,1704785,520358,2904.333333,2809.833333
슬기로운 매매생활,"[임정우] 조류독감.구제역 계절테마 및 시장 단기 하락 헷지로 보실만한 종목들 (체시스,이글벳,파루,체리부로,마니커에프앤지,신라에스지,사조씨푸드,대성미생물,중앙백신)",2020-09-16 05:28:11+00:00,2822,체시스,89247,3247789,2780.333333,2907.333333
북꼼,"동물백신(살인진드기) 관련주 상승준비완료! 또 무슨 일이 벌어지려고... 동물백신(살인진드기) 관련주(체시스, 대성미생물, 이글벳, 제일바이오, 진바이오텍, 파루, 우정바이오)",2020-08-04 10:01:13+00:00,275,체시스,614224,186365,2781.166667,2794.333333
튜브단타,"돼지독감 관련주, 돼지독감 팬데믹 가능성, 200% 급등할 진짜 수혜주!(체시스, 이글벳, 코미팜, 제일바이오, 중앙백신, 진바이오텍, 우진비앤지, 오디텍, 대한뉴팜, 에스텍파마)",2020-07-01 09:15:36+00:00,304,체시스,19747451,16173932,2763.333333,2888.166667
"돈이되는이야기_한국,미국주식,뉴스","빅히트엔터테인먼트 상장일정, 관련주 5분에 정리(Ft.넷마블, 디피씨, 초록뱀, 키이스트, 방탄소년단, 빅히트 IPO)",2020-09-16 08:27:57+00:00,1967,초록뱀,6057944,7047397,3075.833333,2957.5
심플 관심종목 TV,"최근대형주 IPO 관련주 흐름으로 보는 빅히트 관련 주가흐름 및 종목에 대한 생각 // 디피씨,넷마블,엘비세미콘,초록뱀,키이스트",2020-09-02 11:13:57+00:00,14962,초록뱀,5964022,41225119,1628.333333,1800
불사조,"[주식] BTS관련주 뽀개기! 빅히트 상장일정 총정리, 디피씨, 넷마블, 키이스트, 엘비세미콘, 초록뱀, 손오공",2020-07-06 12:05:42+00:00,5397,초록뱀,4611031,3730597,1684.166667,1711.666667
진검승부-,[주식투자-2020.07.22] 개헌(세종시) 관련주&amp;후발주 급등 패턴 분석(#유라테크 #프럼파스트 #대주산업 #오스템 #성신양회우 #수돗물유충 #와토스코리아 #국제약품 #카스),2020-07-22 14:33:36+00:00,0,카스,856044,1054212,2135.833333,2020.833333
심플 관심종목 TV,"IPO 대어 카카오게임즈 상장 일정 9월 확정 관련주 및 지분 간단차트분석 // 카카오,넷마블,에이티넘인베스트먼트,넵튠",2020-08-03 11:26:08+00:00,17906,카카오,365648,725454,351166.6667,373000
심플 관심종목 TV,"내일테마 관심종목! KNN,재택근무,마스크,음압병실,교육,진단키트,치료제,첨생법,아시아나,카카오 //진원생명과학,신일제약,에스맥,일신바이오,대정화금,바이넥스,GH신소재,유엔젤,텔콘",2020-08-26 12:34:10+00:00,19549,카카오,364309,662574,385333.3333,403250
음굿&Umgood,20.11.02. 월요일 #윤석열관련주 #서연 #형지I&amp;C #소리바다 #SK바이오팜 #카카오게임즈 #체시스 #파미셀 #삼성바이오로직스 #LG화학 #빅히트 #한일진공 #셀트리온,2020-11-02 08:17:12+00:00,64,카카오게임즈,150231,178936,46016.66667,46966.66667
음굿&Umgood,20.10.12. #아프리카돼지열병 #화장품관련주 #이글벳 #한일진공 #남성 #엑세스바이오 #오성첨단소재 #카카오게임즈 #SK바이오팜 #화장품관련주 #체시스 #코스맥스,2020-10-12 10:44:03+00:00,0,카카오게임즈,3110868,802123,47641.66667,49866.66667
무료종목추천ᅳ주식스텔스,[사료테마주] 돼지독감 유행 우려감 사료주급등 사료관련주 차트비교하기 (한일사료 현대사료 대주산업 우성사료 미래생명자원 케이씨피드),2020-07-01 08:09:09+00:00,131,케이씨피드,44591,24712,1869.166667,1821.666667
심플 관심종목 TV,"내일테마 관심종목! 마스크,원격,교육,음압병실,진단키트,치료제,첨생법,한한령,반일 // 웰크론,케이엠제약,오텍,엑세스바이오,신성이엔지,알서포트,이씨에스,우정바이오,제넨바이오,씨젠",2020-08-23 10:51:37+00:00,19535,케이엠제약,17452026,5020220,4527,4318.333333
주식 또사 이선생 TradingAdvisor,[Tradingadvisor] 홍역이 번지는 이때 이종목들을 보세요.케이엠제약/우정바이오,2019-01-24 09:10:21+00:00,91,케이엠제약,3755043,813595,3967.5,3931
기훈TV,[주식투자]1월24일 단기공략업종 홍역관련주 (우정바이오 오공 케이엠제약 삼아제약),2019-01-23 12:37:56+00:00,1280,케이엠제약,5592198,3755043,4204,3967.5
천지인-주식탐구생활,케이엠제약 홍역 확산 우려에 상한가 급등[주식탐구생활],2019-01-22 10:09:15+00:00,146,케이엠제약,5081877,5592198,3489.5,4204
왕심심주식투자!!!,케이피엠테크 돼지열병에 특효네요!,2020-10-13 08:15:00+00:00,264,케이피엠테크,4284566,14567265,3795.833333,4120
레드시그널,케이피엠테크 [텔콘RF제약][코로나관련주][코로나19치료제][휴머니젠][알루미늄파우치필름][BTL첨단소재][2차전지 관련주][알리코제약][비보존] 외국인 매수이유와 대응전략은?,2020-12-15 10:54:22+00:00,1327,케이피엠테크,10843473,2822360,3550,3305.833333
플라즈마 주식캠퍼스,"미친 상승 매수타점 예상적중! 앞으로는? 케이피엠테크,텔콘RF제약,한일진공,비보존관련주",2020-09-23 11:17:42+00:00,607,케이피엠테크,25172707,20749519,4360.833333,5950
대갈통_주식투자,케이피엠테크 집중 분석!! 비보존 테마주,2020-07-15 06:30:01+00:00,430,케이피엠테크,4617015,903751,1096.666667,1066.666667
FAIRSHIP,"비보존 비마약성 진통제 오피란제린 만들게된 이유! 진통제시장 투자이야기와 관련주 테마주 수혜주 정리 텔콘RF제약, 에스텍파마, 루미마이크로, 케이피엠테크, 알리코제약",2020-07-01 14:15:11+00:00,1754,케이피엠테크,3540219,2243294,957.1666667,953.5
적중리딩TV,"[비보존 관련주] 텔콘RF제약, 에스텍파마, 케이피엠테크, 루미마이크로, 한일진공 - 폭락한 이유와 앞으로의 전망과 대응전략 공개!!",2019-12-25 15:56:46+00:00,890,케이피엠테크,4908852,1406134,948,892.6666667
최종원의 주식 밀착 취재,"[임정우] SK바이오사이언스 관련주.. 그룹주 사고싶은데 비싸죠? 추천주는? (SK,SK우,SK바이오팜,SK케미칼,SK케미칼우,SK디스커버리,SK디스커버리우,켐온)",2020-07-22 01:59:42+00:00,1049,켐온,14554848,1001556,1615,1522.5
심플 관심종목 TV,"28일 첨생법시행에 따른 관련주 차트 간단분석 // 코로나가 너무강하면 묻힐수도있지만 이번주 테마성있는 재료에 따른 준비 // 에스씨엠생명과학,제넨바이오,엘앤씨바이오,켐온,옵티팜",2020-08-23 07:34:20+00:00,16681,켐온,1114867,1756342,2360,2543.333333
심플 관심종목 TV,"28일 첨생법시행에 따른 관련주 차트 간단분석 // 코로나가 너무강하면 묻힐수도있지만 이번주 테마성있는 재료에 따른 준비 // 에스씨엠생명과학,제넨바이오,엘앤씨바이오,켐온,옵티팜",2020-08-23 07:34:20+00:00,16681,켐온,1114867,1756342,2360,2543.333333
튜브단타,"돼지독감 관련주, 돼지독감 팬데믹 가능성, 200% 급등할 진짜 수혜주!(체시스, 이글벳, 코미팜, 제일바이오, 중앙백신, 진바이오텍, 우진비앤지, 오디텍, 대한뉴팜, 에스텍파마)",2020-07-01 09:15:36+00:00,1088,코미팜,137005,84189,17358.33333,17333.33333
주식생성기,"돼지열병 돼지독감 팬데믹 가능성! 진짜수혜주는 이 종목 딱 하나! 재무우량+주가바닥 (코미팜,이글벳,제일바이오,중앙백신,진바이오텍,체시스,우진비앤지,오디텍,대한뉴팜,에스텍파마)",2020-07-01 02:36:28+00:00,1384,코미팜,137005,84189,17358.33333,17333.33333
래우워크,"아프리카 돼지열병 대장주 제2탄 ( 파루 , 진바이오텍 , 태경비케이 , 대한뉴팜 , 코미팜 , 수젠텍 ) + 돼지열병 관련주 [래우워크]",2020-10-25 09:39:17+00:00,1131,코미팜,50673,73662,12683.33333,12516.66667
튜브단타,"돼지독감 관련주, 돼지독감 팬데믹 가능성, 200% 급등할 진짜 수혜주!(체시스, 이글벳, 코미팜, 제일바이오, 중앙백신, 진바이오텍, 우진비앤지, 오디텍, 대한뉴팜, 에스텍파마)",2020-07-01 09:15:36+00:00,304,코미팜,137005,84189,17358.33333,17333.33333
주식투자 이가람상승패턴,"[주식투자정보]마이크로바이옴 주목! ★127조 시장이 열린다★관련주 (네오크레마, 비피도,제노포커스,쎌바이오텍,에이티넘인베스트먼트, 컴퍼니케이파트스,코센,DSC인베스트먼트,팜스빌)",2019-11-07 17:06:46+00:00,0,코센,48692,179934,1595,1554.166667
음굿&Umgood,20.10.12. #아프리카돼지열병 #화장품관련주 #이글벳 #한일진공 #남성 #엑세스바이오 #오성첨단소재 #카카오게임즈 #SK바이오팜 #화장품관련주 #체시스 #코스맥스,2020-10-12 10:44:03+00:00,0,코스맥스,16506,34313,117250,123750
승리투자그룹,"코아스템 또 급등❗ 다음 급등할 👉줄기세포 관련주👈는 무엇?? l 저점 매수 l V자 반등 l W자반등 l 급등주 l주식투자, 주식기초, 주식강의",2020-08-09 11:28:26+00:00,424,코아스템,314117,132569,25608.33333,25783.33333
신의주식,[신神의종목] 첨생법관련주! TOP6! 차바이오텍 메디포스트 코아스템 유틸렉스 셀리드 바이오솔루션! 바이넥스주가 대정화금주가 한국타이어주가 진원생명과학 신풍제약 삼성중공우 신일제약,2020-08-25 07:53:41+00:00,5457,코아스템,419245,216586,25083.33333,26650
주식으로 슈퍼직장인,"[최종원]8월28일 첨생법 시행. 내용 요약 + 관련주 정리(차바이오텍, 홈캐스트, 코아스템, 파미셀, 메디포스트, 에스씨엠생명과학, 녹십자랩셀, 마크로젠, 첨단재생바이오약법)",2020-08-24 11:13:32+00:00,8299,코아스템,65030,419245,21866.66667,25083.33333
개미르망,우리들휴브레인 코아스템 차바이오텍 안트로젠 메디포스트 에스씨엠생명과학 파미셀/첨생법/줄기세포관련주/8월24일/종목분석,2020-08-24 11:02:07+00:00,1043,코아스템,65030,419245,21866.66667,25083.33333
종갓집주식,"제약바이오 랠리 계속되나?! 첨생법 시행 임박! 수혜주 완벽 정리(에이치엘비, 파미셀, 코아스템, 셀리드)",2020-08-13 10:42:07+00:00,3268,코아스템,37464,48066,24875,24291.66667
개미르망,우리들휴브레인 코아스템 차바이오텍 안트로젠 메디포스트 에스씨엠생명과학 파미셀/첨생법/줄기세포관련주/8월24일/종목분석,2020-08-24 11:02:07+00:00,1043,코아스템,65030,419245,21866.66667,25083.33333
주식생성기,"[셀트리온 주가] 7월 썸머랠리를 장식할 세계1위 줄기세포 관련주! 바이오 데이터스테이션 최대수혜주! (젬백스,조아제약,에스티큐브,메디포스트,녹십자셀,코아스템,차바이오텍,파미셀)",2020-07-02 02:39:28+00:00,2298,코아스템,28682,17152,16933.33333,16691.66667
korean hunter 괴팍,셀트리온 및 줄기세포관련주 집중점검#카타르LNG관련 조선주#안트로젠#코아스템#차바이오텍,2020-06-04 09:40:36+00:00,356,코아스템,33819,18115,18158.33333,18175
korean hunter 괴팍,줄기세포치료제로 뜨는 K-Bio#차바이오텍#안트로젠#코아스템#메디포스트#강스템바이오텍,2020-06-02 10:41:45+00:00,1349,코아스템,121409,125414,17858.33333,18566.66667
심플 관심종목 TV,"수돗물유충관련주 정리 / 수처리,생수,하수도관,정수기,정수샤워기필터 등등 관련주 // 웰크론한텍,뉴보텍,시노펙스,광동제약,웹스,엔바이오니아,정산애강,코웨이,쿠쿠홈시스",2020-07-20 13:53:25+00:00,632,코웨이,62327,96971,78083.33333,80066.66667
정보의 바다,"수처리관련주 및 정수필터관련주 웰크론한텍,뉴보텍,웹스,엔바이오니아,시노펙스,코웨이,쿠쿠홈시스,위니아딤채",2020-07-20 07:40:34+00:00,2556,코웨이,62327,96971,78083.33333,80066.66667
심플 관심종목 TV,"파주도 수돗물에서 유충 등장...수처리 관련주 정리 //  웰크론한텍,뉴보텍,시노펙스,태경비케이,코웨이,한국주철관",2020-07-19 14:39:39+00:00,875,코웨이,49769,62327,75083.33333,78083.33333
심플 관심종목 TV,"수돗물유충관련주 정리 / 수처리,생수,하수도관,정수기,정수샤워기필터 등등 관련주 // 웰크론한텍,뉴보텍,시노펙스,광동제약,웹스,엔바이오니아,정산애강,코웨이,쿠쿠홈시스",2020-07-20 13:53:25+00:00,632,쿠쿠홈시스,17172,24594,35283.33333,37341.66667
