채널,동영상 이름,업로드 시간,조회수,언급된 종목,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
한강 View 티비_주식소통채널,"1월 JP모건 헬스케어 관련주를 주목하자!셀리버리,에이비엘바이오,셀트리온,크리스탈지노믹스,오스코텍,나이벡,한강뷰티비",2020-12-14 12:40:35+00:00,1719,셀트리온,355846,604806,361788.1667,346403.5
수급무사TV 주식경제연구소,【셀트리온.제약.헬스케어】 중장기 관심주 매매복기 | 혈장 치료제 관련주 주가분석,2020-12-10 08:43:51+00:00,135,셀트리온,371257,432699,343703,359742.3333
주식해서직장퇴직하기,"바이오 관련주 어떻게 대응해야 하나?_셀트리온, 셀트리온헬스케어, 셀트리온제약, 삼성바이오로직스",2020-12-08 12:23:56+00:00,2370,셀트리온,580248,926940,389612.5,351395.3333
이상로의빨간주식,"셀트리온헬스케어, 제넥신, 삼성바이오로직스, 셀트리온 치료제관련주, 백신관련주 코스닥 신고가 제약바이오가 해낼 것입니다. 주포세력의 목표가 잡는방법",2020-12-07 08:40:08+00:00,8077,셀트리온,1244787,580248,384292.8333,389612.5
급등이 관심종목 창고,"9th 대웅, 대웅제약 외 제약 관련주 차트해석 Time (종근당, 종근당바이오, 셀트리온제약,셀트리온헬스케어, 셀트리온, 현대바이오, 녹십자, 녹십자홀딩스 포함)",2021-01-26 13:23:01+00:00,652,셀트리온제약,263718,81245,193033.3333,188716.6667
급등이 관심종목 창고,"대웅, 대웅제약 외 제약 관련주 차트해석 Time (종근당, 종근당바이오, 셀트리온제약,셀트리온헬스케어, 셀트리온, 현대바이오, 녹십자, 녹십자홀딩스 포함)",2021-02-02 14:30:34+00:00,499,셀트리온제약,173432,97142,183366.6667,179233.3333
바치올 주식 아카데미,"셀트리온,셀트리온제약,셀트리온헬스케어 기술적 분석#10",2021-02-02 11:19:11+00:00,3289,셀트리온제약,173432,97142,183366.6667,179233.3333
주식해서직장퇴직하기,"바이오 관련주 셀트 3형제 폭락에 따른 대응, 정보매매 금지_셀트리온, 셀트리온헬스케어, 셀트리온제약",2021-01-14 09:14:59+00:00,4244,셀트리온제약,468996,347436,217566.6667,199750
콕스톡TV,"[주식][특징주][셀트리온 관련주]셀트리온, 셀트리온헬스케어, 셀트리온제약",2020-12-16 03:55:45+00:00,300,셀트리온제약,530481,277869,234192.1667,225661.1667
주식해서직장퇴직하기,"바이오 관련주 어떻게 대응해야 하나?_셀트리온, 셀트리온헬스케어, 셀트리온제약, 삼성바이오로직스",2020-12-08 12:23:56+00:00,2370,셀트리온제약,462293,589207,224811.5,206082.6667
재테크 슈퍼거미 법학자훈훈이,"[슈퍼거미] 셀트리온헬스케어 주가 전망 + SK, 기아차, 로봇관련주 주가 전망",2021-01-26 17:04:45+00:00,511,셀트리온헬스케어,674066,424906,156900,151366.6667
강남선비,셀트리온헬스케어 주가 전망 &quot;쿠팡 관련주 분석&quot;,2021-01-11 11:52:47+00:00,2950,셀트리온헬스케어,915420,1379779,167050,173100
급등이 관심종목 창고,"9th 대웅, 대웅제약 외 제약 관련주 차트해석 Time (종근당, 종근당바이오, 셀트리온제약,셀트리온헬스케어, 셀트리온, 현대바이오, 녹십자, 녹십자홀딩스 포함)",2021-01-26 13:23:01+00:00,652,셀트리온헬스케어,674066,424906,156900,151366.6667
급등이 관심종목 창고,"대웅, 대웅제약 외 제약 관련주 차트해석 Time (종근당, 종근당바이오, 셀트리온제약,셀트리온헬스케어, 셀트리온, 현대바이오, 녹십자, 녹십자홀딩스 포함)",2021-02-02 14:30:34+00:00,499,셀트리온헬스케어,928694,433436,153366.6667,149433.3333
바치올 주식 아카데미,"셀트리온,셀트리온제약,셀트리온헬스케어 기술적 분석#10",2021-02-02 11:19:11+00:00,3289,셀트리온헬스케어,928694,433436,153366.6667,149433.3333
주식해서직장퇴직하기,"바이오 관련주 셀트 3형제 폭락에 따른 대응, 정보매매 금지_셀트리온, 셀트리온헬스케어, 셀트리온제약",2021-01-14 09:14:59+00:00,4244,셀트리온헬스케어,1530323,1033534,161050,150883.3333
시그널스탁TV,"삼성전자,삼성sdi,lg화학,셀트리온헬스케어,5g관련주,케이엠더블유,삼성sdi주가전망",2021-01-13 08:00:21+00:00,0,셀트리온헬스케어,625223,1530323,168950,161050
시그널스탁TV,"삼성전자,삼성SDI,LG화학,셀트리온헬스케어,5G관련주,RFHIC,서진시스템",2021-01-05 11:00:07+00:00,0,셀트리온헬스케어,979649,408943,153550,152466.6667
콕스톡TV,"[주식][특징주][셀트리온 관련주]셀트리온, 셀트리온헬스케어, 셀트리온제약",2020-12-16 03:55:45+00:00,300,셀트리온헬스케어,941566,744019,157400,153264.6667
윤정두 '주식투시경',코로나19 변동성 확대 테마주 &amp; 셀트리온헬스케어 &amp;  씨젠 &amp; 대웅 &amp; SK하이닉스 &amp; 삼성전자 (12월 13일 야간 특별교육),2020-12-14 08:45:16+00:00,558,셀트리온헬스케어,1180035,1872447,160456.6667,155716.5
주식해서직장퇴직하기,"바이오 관련주 어떻게 대응해야 하나?_셀트리온, 셀트리온헬스케어, 셀트리온제약, 삼성바이오로직스",2020-12-08 12:23:56+00:00,2370,셀트리온헬스케어,2217316,3508933,166013.6667,147168.1667
하승훈의 대박 주식투자,12월8일 꼭봐야할 주도 테마주 셀트리온헬스케어 종근당바이오 녹십자랩셀 이오플로우 KMH 에이치엘비생명과학 에스티팜 SGA 한국정보 동신건설 서연탑메탈 KNN 자비스 유비쿼스..,2020-12-07 14:47:26+00:00,23479,셀트리온헬스케어,3346192,2217316,155520.5,166013.6667
이상로의빨간주식,"셀트리온헬스케어, 제넥신, 삼성바이오로직스, 셀트리온 치료제관련주, 백신관련주 코스닥 신고가 제약바이오가 해낼 것입니다. 주포세력의 목표가 잡는방법",2020-12-07 08:40:08+00:00,8077,셀트리온헬스케어,3346192,2217316,155520.5,166013.6667
주식공부방,백신관련주 승자는? 엔투텍? 인콘? 셀트리온헬스케어?,2020-12-03 21:00:04+00:00,280,셀트리온헬스케어,962311,1693956,123533.6667,137933.3333
콕스톡TV,"[주식][디지털SOC관련주]  나무기술, 엑셈, 옴니시스템, 전파기지국, 데이터솔루션, 에스넷, 소프트센",2020-06-03 07:35:22+00:00,916,소프트센,237593,837823,2540.833333,2393.333333
정보의 바다,빅데이터관련주 원격진료 유비케어 소프트센 비트컴퓨터 인피니트헬스케어,2020-02-09 02:50:56+00:00,2089,소프트센,110920,246958,2070,2052.5
비타맨-비행기 타는 남자,"데이터3법 관련주 (오픈베이스, 소프트센, 테이터솔루션, SCI평가정보 등)",2019-12-05 01:53:55+00:00,362,소프트센,4020017,1066612,2717.5,2296.666667
오현진,소프트센 최대주주 변경 빅데이터 시장 성장 수혜주_오현진팀장,2019-10-15 00:42:37+00:00,889,소프트센,13156521,2955722,2316.666667,1993.333333
심플 관심종목 TV,"정부 뉴딜에 170조 투자, 디지털뉴딜 관련주 섹터별 정리/ #데이터댐#클라우드#AI#빅데이터#5G // 데이타솔루션,솔트룩스,더존비즈온,다우데이타,쏠리드,케이엠더블유,서진시스템",2020-09-06 07:30:04+00:00,11495,솔트룩스,40762,81860,30808.33333,34141.66667
상비군TVᆞ조회수4885만회,"[주식] AI &amp; 빅데이터 관련 S/W기업 솔트룩스, 신규상장 이후 체크포인트 짚고 가기! #솔트룩스#인공지능#AI#빅데이터",2020-07-23 10:26:39+00:00,1570,솔트룩스,2255824,204578,44400,31758.33333
상비군TVᆞ조회수4885만회,"[주식] AI &amp; 빅데이터 관련 S/W기업 솔트룩스, 신규상장 이후 체크포인트 짚고 가기! #솔트룩스#인공지능#AI#빅데이터",2020-07-23 10:26:39+00:00,1570,솔트룩스,2255824,204578,44400,31758.33333
한국경제TV,"수익 하이킥 투톱 &#39;케이엔제이&#39; SiC 링 다크호스, &#39;솔트룩스&#39; 디지털뉴딜 수혜주/박영호의 거침없이 하이킥 유망주/한국경제TV",2020-10-12 07:19:27+00:00,51,솔트룩스,130516,190377,36216.66667,38391.66667
심플 관심종목 TV,"정부 뉴딜에 170조 투자, 디지털뉴딜 관련주 섹터별 정리/ #데이터댐#클라우드#AI#빅데이터#5G // 데이타솔루션,솔트룩스,더존비즈온,다우데이타,쏠리드,케이엠더블유,서진시스템",2020-09-06 07:30:04+00:00,275,솔트룩스,40762,81860,30808.33333,34141.66667
이데일리TV,솔트룩스(304100)... 인공지능 로봇시장 성장! 로봇 관련주_업종 공략 UP&amp;DOWN (20210106),2021-01-05 23:24:57+00:00,1162,솔트룩스,24535,51770,34900,35483.33333
진검승부-,[주식투자-2021.01.25] 이재명 관련주 고점 분석/대선정책주로의 트렌드 전환(#이낙연 #정세균 #신라에스지 #토탈소프트 #수산아이앤티 #동신건설 #프리엠스 #카스 #정다운),2021-01-25 13:33:16+00:00,2405,수산아이앤티,120944,18143,46116.66667,45050
무쏘TV-진검승부,[주식투자-2021.01.25] 이재명 관련주 전체 분석!  대선 정책주를 준비하라!(#이낙연 #정세균 #신라에스지 #토탈소프트 #수산아이앤티 #동신건설 #프리엠스 #카스 #정다운,2021-01-25 13:21:01+00:00,1404,수산아이앤티,120944,18143,46116.66667,45050
정보의 바다,"다시돌아온 품절주 – 신라섬유, 양지사 정세균 관련주 – 케이피티유,수산중공업",2021-01-28 08:13:36+00:00,0,수산중공업,1400967,1070651,4760,5073.333333
AP투자연구소 김용재 소장,수산중공업(017550) - 대세는 정세균인가? 관련주들 거침없는 하이킥!!!,2020-11-24 07:00:04+00:00,479,수산중공업,6023214,3493351,3510.833333,3717.5
아이비리서치,"수산중공업_정세균 테마주 , 정치테마주 , 수급만으로 급등흐름 , 주식정보는 아이비리서치!",2020-11-12 09:01:29+00:00,107,수산중공업,2302531,5493219,2620.833333,3176.666667
AP투자연구소 김용재 소장,수산중공업(017550) - 정세균 관련주 이제 시작하는 단계가 아닐까?,2020-11-11 06:00:05+00:00,430,수산중공업,3581770,2302531,2536.666667,2620.833333
AP투자연구소 김용재 소장,수산중공업(017550) - 정세균 대권 도전설 솔솔... 이슈 따라 움직이는 급등주!!!,2020-11-09 07:00:00+00:00,321,수산중공업,2930677,2916574,2254.166667,2468.333333
그레이스파트너스,정세균 관련주 급등! 수산중공업 /알루코,2020-10-21 12:02:44+00:00,124,수산중공업,12327201,21407998,1935,2415.833333
정보의 바다,"냉동고관련주 대한과학,일신바이오 정세균관련주 수산중공업,알루코",2020-10-21 09:02:06+00:00,0,수산중공업,12327201,21407998,1935,2415.833333
주식으로 슈퍼직장인,"[임정우] 서울시장 보궐선거 관련 정치테마주.정세균.안철수.오세훈 관련주 (수산중공업,써니전자,안랩,까뮤이앤씨,지에스이,다믈멀티미디어,진양화학)",2020-10-21 04:55:16+00:00,911,수산중공업,12327201,21407998,1935,2415.833333
청개구리증권방송,"[주식교육] 호재는 주가를 무조건 상승시킬까? 정세균관련주, 수산중공업 으로 비밀을 풀어보았다 / 청개구리증권방송",2020-03-04 01:08:39+00:00,76,수산중공업,47597,45232,1678.333333,1723.333333
청개구리증권tv,"[주식교육] 호재는 주가를 무조건 상승시킬까? 정세균관련주, 수산중공업 으로 비밀을 풀어보았다 / FS투자그룹",2020-02-04 06:53:06+00:00,180,수산중공업,292338,172168,2001.666667,2048.333333
공부하는 동학개미,[용호] 수산중공업 주가하락 분석 및 대응방법(정세균 관련주),2020-01-07 07:11:37+00:00,576,수산중공업,315857,964462,2500.833333,2361.666667
공부하는 동학개미,"[임정우] 정세균 청문회 결과고 뭐고 일단.. 고점 조심 (정세균 관련주,수산중공업,정세균 청문회,추미애,우리들휴브레인)",2020-01-07 06:35:45+00:00,252,수산중공업,315857,964462,2500.833333,2361.666667
스탁코드,[수산중공업] 정세균 관련주 두각! 앞으로 방향은?,2019-12-29 11:02:45+00:00,266,수산중공업,10416533,2355583,2451.666667,2595.833333
공부하는 동학개미,"[용호] 수산중공업 주가 흐름분석 및 향후흐름 예상(정세균 관련주, 정세균, 국무총리)",2019-12-26 07:52:58+00:00,449,수산중공업,779001,10416533,2070,2451.666667
해선백두,수산중공업 정세균 의원  관련주 1480원추천합니다.,2019-12-04 06:12:04+00:00,574,수산중공업,14007,40655,1498.333333,1500
익절TV,한국파마 및 이재명 윤석열 정세균 안철수 대선관련주 총정리 및 분석 신원종합개발 서연탑메탈 모베이스 전자 신세계건설 동신건설 오리엔트정공 성안 수산중공업 까뮤이앤씨 써니전자 대선주,2021-01-19 03:49:27+00:00,529,수산중공업,1213666,2933218,4162.5,4727.5
kr homilychart,(정세균 관련주) 호밀리차트로 종목 분석 - 수산중공업,2020-11-26 06:19:15+00:00,260,수산중공업,688830,603520,3584.166667,3434.166667
주세남,수산중공업 삼부토건 에이텍 덕성 정세균 테마쟁이 수익남,2020-11-26 05:25:52+00:00,620,수산중공업,688830,603520,3584.166667,3434.166667
왕심심주식투자!!!,수산중공업 정세균총리 심상찮죠!,2020-11-23 08:00:10+00:00,222,수산중공업,1397591,6023214,3101.666667,3510.833333
AP투자연구소 김용재 소장,수산중공업(017550) - 정세균 관련주 반짝 하고 끝날것인가? 예상되는 반등 포인트는?,2020-10-29 06:00:03+00:00,264,수산중공업,547497,468205,1898.333333,1937.5
세렌스톡[Seren's Talk],"이낙연 관련주(서원/범양건영/동양물산)/정세균(수산중공업)/박원순(성안)/안철수(케이씨피드/써니전자)/AJ네트웍스/위메이드/피에스케이/비보존 관련주/에스텍파마/폐장일, 배당일",2019-12-22 14:27:51+00:00,910,수산중공업,1573149,926837,2150,2105
비타맨-비행기 타는 남자,정세균 관련주 수산중공업 매수 급등!! 정세균 국무총리 지명,2019-12-18 06:19:53+00:00,115,수산중공업,5506607,6587710,2128.333333,2118.333333
세렌스톡[Seren's Talk],이낙연 관련주 VS 정세균 관련주/서원/대창/주연테크/남화토건/수산중공업/큐로홀딩스/신테카바이오/올리패스/압타바이오/에스텍파마/엔케이물산/넥스트아이/로보로보/주식공부/주식특강,2019-12-17 14:32:10+00:00,739,수산중공업,955757,5506607,1805.833333,2128.333333
상한가 주식학원,"정세균 국무총리, 서울시장 후보설 속 정세균 관련주  수산중공업, 알루코  입니다.",2020-10-22 05:05:09+00:00,94,수산중공업,21407998,5652489,2415.833333,2327.5
정씨차트매매,"Position 주식투자 (정세균관련주, 수산중공업, ap위성)",2019-12-17 08:34:13+00:00,148,수산중공업,955757,5506607,1805.833333,2128.333333
수달스탁,특징주분석 수산중공업 정세균총리관련주,2019-12-17 07:39:48+00:00,42,수산중공업,955757,5506607,1805.833333,2128.333333
JM Investment,"정세균 관련주 - 총 정리(수산중공업,케이탑리츠,AP위성,알루코,쌍용양회,대한약품)",2019-12-17 07:20:51+00:00,1756,수산중공업,955757,5506607,1805.833333,2128.333333
주식으로 슈퍼직장인,"[최종원]정세균 총리 임명 카운트다운? 정세균 관련주 정리 할 때가 됐나~?(수산중공업, 알루코, 피에스케이, 금양 등)",2019-12-16 10:52:54+00:00,795,수산중공업,2887675,955757,1778.333333,1805.833333
주린이,정세균관련주 수산중공업 알루코,2019-12-16 06:00:06+00:00,481,수산중공업,2887675,955757,1778.333333,1805.833333
주식으로 슈퍼직장인,"[최종원]문대통령의 총리 요청을 받은 정세균 의원. 내일이 기대되는 정세균 관련주!(정세균 테마주, 수산중공업, 알루코, 금양 등)",2019-12-12 09:31:13+00:00,947,수산중공업,11113890,2470235,1855.833333,1756.666667
박정식의 주식디자인연구소,"슈프리마 051910 주 52시간 근무제 수혜주, 핀테크 관련주, 바이오 보안관련주 지문인식 얼굴인식",2019-04-22 09:14:16+00:00,4096,슈프리마,19150,123076,27000,31866.66667
심플 관심종목 TV,"정부 3D프린팅 글로벌 5대강국으로 키운다? 관련주 정리 및 이쪽테마 매매시 주의할점 // 스맥,TPC,티앤알바이오팹,맥스로텍,하이비젼시스템,3D프린터",2020-06-22 14:26:22+00:00,1351,스맥,13950,5204500,1898.333333,2286.666667
주식으로 슈퍼직장인,"[최종원]공인인증서 폐지? 다음 일정 포인트는? 대장은 핀테크? 보안?(한국정보인증, 한국전자인증, 라온시큐어, 드림시큐리티, 시큐브, SGA솔루션즈, 민앤지, 보안주 등)",2020-05-18 09:34:28+00:00,5,시큐브,667883,2349794,1387.333333,1471.833333
상따개미TV,[상따개미TV] #젬백스링크 - 생체인식테마주 드림텍.시큐브 매매기법-시가갭돌파매매 월1억벌기 프로젝트 공개합니다.,2020-06-09 14:03:08+00:00,724,시큐브,1291876,287079,1962,1970.833333
정보의 바다,"다시돌아온 품절주 – 신라섬유, 양지사 정세균 관련주 – 케이피티유,수산중공업",2021-01-28 08:13:36+00:00,0,신라섬유,4143764,15651950,2448.333333,3424.166667
진검승부-,[주식투자-2021.01.25] 이재명 관련주 고점 분석/대선정책주로의 트렌드 전환(#이낙연 #정세균 #신라에스지 #토탈소프트 #수산아이앤티 #동신건설 #프리엠스 #카스 #정다운),2021-01-25 13:33:16+00:00,2405,신라에스지,1040871,1042037,16758.33333,19808.33333
무쏘TV-진검승부,[주식투자-2021.01.25] 이재명 관련주 전체 분석!  대선 정책주를 준비하라!(#이낙연 #정세균 #신라에스지 #토탈소프트 #수산아이앤티 #동신건설 #프리엠스 #카스 #정다운,2021-01-25 13:21:01+00:00,1404,신라에스지,1040871,1042037,16758.33333,19808.33333
익절TV,한국파마 및 이재명 윤석열 정세균 안철수 대선관련주 총정리 및 분석 신원종합개발 서연탑메탈 모베이스 전자 신세계건설 동신건설 오리엔트정공 성안 수산중공업 까뮤이앤씨 써니전자 대선주,2021-01-19 03:49:27+00:00,529,신세계건설,819839,234814,55066.66667,55116.66667
익절TV,한국파마 및 이재명 윤석열 정세균 안철수 대선관련주 총정리 및 분석 신원종합개발 서연탑메탈 모베이스 전자 신세계건설 동신건설 오리엔트정공 성안 수산중공업 까뮤이앤씨 써니전자 대선주,2021-01-19 03:49:27+00:00,529,신원종합개발,52021,384138,5210,5833.333333
Today stock 투스탁,2021년 1월 12일자 유전체 빅데이터관련주 &quot;신테카바이오(226330)&quot; 내맘대로 차트분석^^,2021-01-12 12:12:46+00:00,477,신테카바이오,56290,255704,24050,26633.33333
세렌스톡[Seren's Talk],이낙연 관련주 VS 정세균 관련주/서원/대창/주연테크/남화토건/수산중공업/큐로홀딩스/신테카바이오/올리패스/압타바이오/에스텍파마/엔케이물산/넥스트아이/로보로보/주식공부/주식특강,2019-12-17 14:32:10+00:00,739,신테카바이오,8198035,2303301,16250,16675
감안나,세방정지 씨아이에스 한농화성 티에스아이  프로텍  sfa반도체  정세균관련주 수산중고업 신화실업 케이탑리츠 케이탑리츠 ap위성 이대명주 티엘아이,2021-01-28 10:18:30+00:00,290,신화실업,14559,19234,24608.33333,25758.33333
주식으로 슈퍼직장인,"[임정우] 서울시장 보궐선거 관련 정치테마주.정세균.안철수.오세훈 관련주 (수산중공업,써니전자,안랩,까뮤이앤씨,지에스이,다믈멀티미디어,진양화학)",2020-10-21 04:55:16+00:00,911,써니전자,405247,322042,4496.666667,4504.166667
익절TV,한국파마 및 이재명 윤석열 정세균 안철수 대선관련주 총정리 및 분석 신원종합개발 서연탑메탈 모베이스 전자 신세계건설 동신건설 오리엔트정공 성안 수산중공업 까뮤이앤씨 써니전자 대선주,2021-01-19 03:49:27+00:00,529,써니전자,225363,304434,4569.166667,4620.833333
세렌스톡[Seren's Talk],"이낙연 관련주(서원/범양건영/동양물산)/정세균(수산중공업)/박원순(성안)/안철수(케이씨피드/써니전자)/AJ네트웍스/위메이드/피에스케이/비보존 관련주/에스텍파마/폐장일, 배당일",2019-12-22 14:27:51+00:00,910,써니전자,1032849,662767,3846.666667,3935
심플 관심종목 TV,"정부 뉴딜에 170조 투자, 디지털뉴딜 관련주 섹터별 정리/ #데이터댐#클라우드#AI#빅데이터#5G // 데이타솔루션,솔트룩스,더존비즈온,다우데이타,쏠리드,케이엠더블유,서진시스템",2020-09-06 07:30:04+00:00,11495,쏠리드,1885134,2013645,12750,13341.66667
심플 관심종목 TV,"정부 뉴딜에 170조 투자, 디지털뉴딜 관련주 섹터별 정리/ #데이터댐#클라우드#AI#빅데이터#5G // 데이타솔루션,솔트룩스,더존비즈온,다우데이타,쏠리드,케이엠더블유,서진시스템",2020-09-06 07:30:04+00:00,275,쏠리드,1885134,2013645,12750,13341.66667
감안나,세방정지 씨아이에스 한농화성 티에스아이  프로텍  sfa반도체  정세균관련주 수산중고업 신화실업 케이탑리츠 케이탑리츠 ap위성 이대명주 티엘아이,2021-01-28 10:18:30+00:00,290,씨아이에스,1591108,5392341,16391.66667,17816.66667
윤정두 '주식투시경',코로나19 변동성 확대 테마주 &amp; 셀트리온헬스케어 &amp;  씨젠 &amp; 대웅 &amp; SK하이닉스 &amp; 삼성전자 (12월 13일 야간 특별교육),2020-12-14 08:45:16+00:00,558,씨젠,315463,444599,209850,222116.6667
월스트리트경제TV,AI &amp; 빅데이터 관련 최선호주✔️ #테스나 #가비아 #투비소프트 #캠시스 #아모텍 #에스모 #오픈베이스 #AI관련주 #인공지능관련주  #손정의 #AI｜주식인사이드 하이라이트,2019-07-24 04:37:45+00:00,3882,아모텍,8482,17406,21425,20041.66667
박정식의 주식디자인연구소,주식투자 오픈뱅킹 시범운영 이슈 핀테크 관련주 살펴보자 카카오 naver KG이니시스 다날 아모텍 KG모빌리언스 코나아이 민앤지 웹케시,2019-10-28 07:47:53+00:00,2556,아모텍,58070,28176,25158.33333,24850
잠수함 Stock,CBDC(디지털 화폐) 시대 도래! 결제는 어떻게? 블록체인/NFC/보안 관련주! 파트론ㅣ이그잭스ㅣ아모텍ㅣ갤럭시아컴즈ㅣ드림시큐리티ㅣ라온시큐어ㅣ안랩,2020-09-02 18:07:28+00:00,4096,아모텍,39236,16241,34250,34566.66667
참치형-올바른 주식투자,"스마트시티 2025년까지 10조투자? 관련주 투자해볼만한가? (옴니시스템, 누리텔레콤, 데일리블록체인, 케이씨에스, 아이디스, 더존비즈온)",2020-10-22 17:06:04+00:00,5,아이디스,9081,8121,26241.66667,25466.66667
북꼼,"VR, AR 규제 폐지 관련주 지금이 매수 적기다! VR,AR 관련주(이랜텍, 한빛소프트, 와이제이엠게임즈, 드래곤플라이,아이엠, 덱스터)",2020-07-30 05:22:07+00:00,1872,아이엠,867836,234074,924.3333333,933
대갈통_주식투자,이랜텍 급등 분석!! 한빛소프트 아이엠 젬백스링크 AR.VR관련주,2020-07-29 08:11:01+00:00,632,아이엠,1314694,867836,857.3333333,924.3333333
무료종목추천ᅳ주식스텔스,가상현실 증강현실 AR/VR 관련 테마주 관련종목 규제완화이랜텍 한빛소프트 아이엠 와이제이엠게임즈 드래곤플라이 덱스터 위지웍스튜디오 주식무료방송 주식스텔스,2020-07-28 07:01:39+00:00,238,아이엠,8111273,1314694,948.1666667,857.3333333
주식으로 슈퍼직장인,"[최종원]과기정통부 가상현실 증강현실 콘텐츠 300억 투자! 관련주는? 2탄 (한국큐빅,에스코넥,아이엠)",2019-05-02 06:54:55+00:00,0,아이엠,100751,153305,1400.833333,1450.833333
종목토론협회장,디지털뉴딜 수혜주 아이즈비전,2021-01-26 11:41:26+00:00,902,아이즈비전,21268,6732781,4115,4884.166667
고수경제TV,"[창투사 관련주] 아주IB투자, DSC인베스트먼트, TS인베스트먼트, 에이티넘인베스트, 디지털 뉴딜 수혜주 매수타점은?",2020-10-29 08:36:11+00:00,6627,아주IB투자,8546676,19085524,2560,3261.666667
공부하는 동학개미,"[임정우] 오픈뱅킹 관련주 슬금슬금 가고 있습니다~ 우리만 알자구요 (오픈뱅킹 관련주,핀테크 관련주,한국전자인증,NHN한국사이버결제,이니텍,아톤)",2019-12-11 05:28:17+00:00,16991,아톤,8399,14992,35533.33333,37250
주식파일러,"[주식] 4차산업혁명, 인터넷플랫폼 관련주 완벽 총정리! (스튜디오관련주, 제이콘텐트리, 초록뱀, 와이지엔터, 아프리카TV)",2020-05-07 12:16:04+00:00,0,아프리카TV,26641,28774,59050,59666.66667
주식으로 슈퍼직장인,"[임정우] 서울시장 보궐선거 관련 정치테마주.정세균.안철수.오세훈 관련주 (수산중공업,써니전자,안랩,까뮤이앤씨,지에스이,다믈멀티미디어,진양화학)",2020-10-21 04:55:16+00:00,911,안랩,15195,17582,62700,63366.66667
주식분석,"정치테마주 ( 이낙연, 안철수, 이재명, 윤석렬, 정세균, 김경수 ) 안랩, 지에스이 매커스, 삼부토건 남선알미늄 남성 남화산업, 남화토건, 덕성우, 서연, 에이텍, 헹지엘리트",2020-11-12 15:40:33+00:00,1153,안랩,10801,10585,64583.33333,63700
잠수함 Stock,CBDC(디지털 화폐) 시대 도래! 결제는 어떻게? 블록체인/NFC/보안 관련주! 파트론ㅣ이그잭스ㅣ아모텍ㅣ갤럭시아컴즈ㅣ드림시큐리티ㅣ라온시큐어ㅣ안랩,2020-09-02 18:07:28+00:00,4096,안랩,23461,20930,65000,64916.66667
외인잡는개미,쿠팡관련주 주식단타 종목추천 (동방 KTH 알로이스 갤럭시아머니트리),2021-01-11 21:15:00+00:00,2365,알로이스,117380,3551986,2857.5,3335
그레이스파트너스,정세균 관련주 급등! 수산중공업 /알루코,2020-10-21 12:02:44+00:00,124,알루코,166547,1451627,3940,4183.333333
정보의 바다,"냉동고관련주 대한과학,일신바이오 정세균관련주 수산중공업,알루코",2020-10-21 09:02:06+00:00,0,알루코,166547,1451627,3940,4183.333333
서울경제TV SENhotclip,정세균 총리 지명에 관련주 급등!! 알루코 전망은?,2019-12-17 14:01:40+00:00,594,알루코,73446,986798,2544.166667,2703.333333
상한가 주식학원,"정세균 국무총리, 서울시장 후보설 속 정세균 관련주  수산중공업, 알루코  입니다.",2020-10-22 05:05:09+00:00,94,알루코,1451627,1550937,4183.333333,4159.166667
JM Investment,"정세균 관련주 - 총 정리(수산중공업,케이탑리츠,AP위성,알루코,쌍용양회,대한약품)",2019-12-17 07:20:51+00:00,1756,알루코,73446,986798,2544.166667,2703.333333
주식으로 슈퍼직장인,"[최종원]정세균 총리 임명 카운트다운? 정세균 관련주 정리 할 때가 됐나~?(수산중공업, 알루코, 피에스케이, 금양 등)",2019-12-16 10:52:54+00:00,795,알루코,187420,73446,2514.166667,2544.166667
주린이,정세균관련주 수산중공업 알루코,2019-12-16 06:00:06+00:00,481,알루코,187420,73446,2514.166667,2544.166667
주식으로 슈퍼직장인,"[최종원]문대통령의 총리 요청을 받은 정세균 의원. 내일이 기대되는 정세균 관련주!(정세균 테마주, 수산중공업, 알루코, 금양 등)",2019-12-12 09:31:13+00:00,947,알루코,1796464,274678,2559.166667,2476.666667
세렌스톡[Seren's Talk],이낙연 관련주 VS 정세균 관련주/서원/대창/주연테크/남화토건/수산중공업/큐로홀딩스/신테카바이오/올리패스/압타바이오/에스텍파마/엔케이물산/넥스트아이/로보로보/주식공부/주식특강,2019-12-17 14:32:10+00:00,739,압타바이오,174066,555434,24308.33333,26058.33333
슈퍼개미 이세무사TV,"슈퍼개미 관심종목 200908-삼성전자, 앤디포스, 초록뱀ㅣ코로나 백신 관련주ㅣ디지털 뉴딜 관련주ㅣ그린 뉴딜 관련주",2020-09-08 11:48:35+00:00,6327,앤디포스,18311451,13700722,6866.666667,8081.666667
투자의시간,"[11월 증시전망] 단기매매 내일 시초가 잡으시면 10%이상 수익 기대 종목 TOP 3 블록체인관련주, 보안관련주, 디지털화폐관련주, 바이오관련주, 라온시큐어, 한네트, 앤디포스",2020-11-24 11:58:33+00:00,744,앤디포스,2700980,1801489,7993.333333,7271.666667
정보의 바다,"다시돌아온 품절주 – 신라섬유, 양지사 정세균 관련주 – 케이피티유,수산중공업",2021-01-28 08:13:36+00:00,0,양지사,468812,720468,11175,12566.66667
