조회수,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가,라벨
576.0,315857.0,964462.0,2500.833333333333,2361.6666666666665,1
252.0,315857.0,964462.0,2500.833333333333,2361.6666666666665,1
252.0,32020.0,35454.0,3391.666666666666,3438.333333333333,0
266.0,10416533.0,2355583.0000000005,2451.6666666666665,2595.833333333333,1
91.0,3508289.0,22069306.0,5170.0,6056.666666666668,1
91.0,6373056.0,9685999.000000002,3840.0,3725.0,0
91.0,2056313.0,54930961.0,942.5,1286.6666666666667,1
91.0,226174.0,393214.0,8966.666666666666,9226.666666666666,0
1280.0,709445.0,40912414.99999999,2065.833333333333,2947.5,1
1351.0,5723589.0,7467012.0,65316.66666666666,67483.33333333331,0
1404.0,56132.0,34416.0,22200.0,21558.33333333333,0
1404.0,120944.0,18143.0,46116.66666666666,45050.0,0
1404.0,104417.0,99168.0,44058.33333333334,43866.66666666666,0
1404.0,25256.0,39246.0,17666.666666666668,17433.333333333332,0
6627.0,33599319.0,38701887.0,3373.333333333333,3830.833333333334,1
6627.0,4855352.0,5185530.0,3199.166666666666,3415.0,1
6627.0,1818137.0,3791517.9999999995,885.0,915.3333333333336,0
1131.0,720620.0,986443.0,5333.333333333333,5435.0,0
1131.0,1061740.0,4226079.0,2679.1666666666665,2860.833333333333,1
1131.0,477717.0,2994042.0,6193.333333333332,6995.0,1
1131.0,68683.0,121623.0,1697.5,1730.833333333333,0
1131.0,330707.0,556065.0,720.8333333333335,743.0,0
529.0,52021.0,384138.0,5210.0,5833.333333333332,1
529.0,86476.0,232636.0,3924.166666666666,4127.5,1
529.0,213067.0,102687.0,47808.33333333334,48000.0,0
529.0,10922868.0,3903789.9999999995,1692.5,1548.333333333333,1
529.0,6906952.0,9287461.000000002,715.1666666666665,697.0,0
529.0,1213666.0,2933218.0000000005,4162.5,4727.5,1
529.0,325307.0,1521787.9999999998,3250.0,3221.666666666666,0
529.0,225363.0,304434.0,4569.166666666667,4620.833333333333,0
628.0,51382.0,241265.0,2432.5,2492.5,0
628.0,3561.0,10009.000000000002,15725.0,15616.666666666664,0
161.0,19575.0,14467.999999999998,17925.0,17958.333333333332,0
161.0,38558.0,194600.0,1221.6666666666667,1255.8333333333333,0
161.0,46389.0,82593.0,1270.8333333333333,1289.1666666666667,0
161.0,8922.0,2585451.0,3980.833333333334,4494.166666666667,1
161.0,143870.0,96454.0,4050.0,4167.5,0
161.0,8921.0,15426.0,4266.666666666667,4330.0,0
161.0,12960.0,18498.0,7093.333333333332,7185.0,0
477.0,56290.0,255704.0,24050.0,26633.33333333333,1
620.0,688830.0,603520.0000000001,3584.166666666666,3434.166666666666,1
620.0,2094022.0,997319.0,5545.0,5351.666666666667,0
620.0,21312.0,24609.0,29566.66666666667,29325.0,0
620.0,322928.0,205968.0,9096.666666666666,9065.0,0
99.0,28232.0,14767.999999999998,12083.333333333336,12000.0,0
99.0,8457.0,4934.000000000001,110083.33333333331,108833.33333333331,0
8614.0,20394.0,43809.0,109000.0,110000.0,0
670.0,3926750.0,1059413.0000000002,9681.666666666666,10003.333333333334,0
670.0,95541.0,56284.0,14591.666666666664,14950.0,0
11495.0,134902.0,379103.00000000006,7920.0,8503.333333333334,1
11495.0,40762.0,81860.00000000001,30808.33333333333,34141.666666666664,1
11495.0,77501.0,52599.0,13533.333333333336,13933.333333333336,0
11495.0,1885134.0,2013645.0,12750.0,13341.666666666664,1
11495.0,631051.0,789881.0000000001,79816.66666666669,86783.33333333331,1
11495.0,147535.0,531748.0000000001,49250.0,54066.66666666666,1
222.0,1397591.0,6023214.0,3101.666666666666,3510.833333333333,1
1570.0,2255824.0,204578.0,44400.0,31758.33333333333,1
278.0,11169.0,30897.0,16391.666666666668,16516.666666666668,0
278.0,8969.0,21159.0,12925.0,13391.666666666664,0
278.0,33382.0,27683.0,20000.0,19837.5,0
1153.0,10801.0,10585.000000000002,64583.33333333334,63700.0,0
1153.0,26541.0,14140.999999999998,4843.333333333333,4828.333333333333,0
1153.0,624900.0,502753.00000000006,4429.166666666667,4384.166666666667,0
1153.0,6057.0,5193.0,11925.0,11875.0,0
1153.0,7011.0,8365.000000000002,13900.0,13800.0,0
1153.0,1804544.0,561214.9999999999,13316.666666666664,12116.666666666664,1
1153.0,63327.0,38365.000000000015,31108.33333333333,31533.33333333333,0
916.0,96176.0,119037.0,3864.166666666666,3796.666666666666,0
916.0,86285.0,51663.0,3600.833333333333,3469.166666666666,0
916.0,618973.0,287112.99999999994,2416.6666666666665,2380.833333333333,0
916.0,827921.0,503235.0,5665.0,5690.0,0
916.0,89999.0,43620.0,7081.666666666668,7011.666666666668,0
916.0,237593.0,837822.9999999999,2540.833333333333,2393.333333333333,1
0.0,166708.0,16456695.999999994,4280.833333333333,5888.333333333332,1
5411.0,159759.0,215371.0,3910.833333333334,3969.166666666666,0
2089.0,19136.0,961388.0,5303.333333333333,5735.0,1
2089.0,110920.0,246958.0,2070.0,2052.5,0
2089.0,24730.0,24713.0,5711.666666666668,5760.0,0
2089.0,13255.0,36058.000000000015,5940.0,6025.0,0
1079.0,2606765.0,5250789.999999999,3657.5,3820.0,1
1079.0,31503.0,40012.000000000015,12875.0,13250.0,0
1079.0,199233.0,64295.0,1124.1666666666667,1155.0,0
1079.0,76521.0,73878.99999999999,2726.6666666666665,2750.0,0
2365.0,5180893.0,4309541.000000001,84250.0,84600.0,0
902.0,21268.0,6732781.000000003,4115.0,4884.166666666667,1
2440.0,276673.0,210933.0,4675.833333333333,4777.5,0
2440.0,80957.0,41578.99999999999,10150.0,10216.666666666666,0
2440.0,66660.0,178437.0,1562.5,1630.833333333333,1
12745.0,3108634.0,1932719.0,56866.66666666666,56050.0,0
362.0,6413331.0,219233.0,3433.333333333333,3097.5,1
362.0,4020017.0,1066611.9999999998,2717.5,2296.6666666666665,1
362.0,493619.0,53275.0,2667.5,2547.5,1
889.0,13156521.0,2955721.9999999995,2316.6666666666665,1993.333333333333,1
3882.0,14736.0,42793.99999999999,3837.5,3683.333333333334,1
3882.0,59487.0,63564.0,2284.1666666666665,2252.5,0
3882.0,8482.0,17406.0,21425.0,20041.666666666668,1
3882.0,264203.0,741211.9999999999,2953.333333333333,3062.5,0
902.0,2658795.0,772429.0000000001,862.1666666666665,864.5,0
91.0,41917.0,21545.0,13450.0,12900.0,1
6627.0,8546676.0,19085524.0,2560.0,3261.666666666666,1
6627.0,163544.0,4655502.999999999,3963.333333333334,4551.666666666667,1
6627.0,214572.0,9312514.000000002,3095.0,4103.333333333333,1
6627.0,631409.0,2698510.0000000005,2283.333333333333,2415.0,1
1131.0,21738.0,1511115.9999999998,4425.0,5230.0,1
1131.0,43361.0,173077.99999999994,5806.666666666668,6140.0,1
1131.0,739780.0,986736.0,27325.0,28650.0,1
51.0,2065.0,36396.0,12916.666666666664,13875.0,1
51.0,130516.0,190377.0,36216.66666666666,38391.66666666666,1
51.0,10454.0,4589.000000000001,5415.0,5378.333333333333,0
529.0,20394.0,43809.0,109000.0,110000.0,0
0.0,13637.0,13392.0,34933.333333333336,34891.666666666664,0
0.0,2860043.0,13577559.0,1757.5,1845.166666666667,1
0.0,26641.0,28774.0,59050.0,59666.66666666666,0
0.0,416653.0,186194.0,258677.16666666663,249593.66666666663,0
5.0,5549967.0,1241906.0,4181.666666666667,4172.5,0
1302.0,261222.0,151416.0,77166.66666666669,77500.0,0
304.0,150591.0,174130.99999999994,371833.33333333326,373833.33333333326,0
1131.0,695113.0,44833.99999999999,7888.333333333332,7785.0,0
51.0,20713.0,20033.0,7113.333333333332,6991.666666666668,0
264.0,7788002.0,1300169.0,1772.5,1600.0,1
264.0,1323765.0,404436.0,1884.166666666667,1887.5,0
264.0,145520.0,44083.00000000001,33981.0,33295.833333333336,0
264.0,357147.0,150252.0,8345.0,8296.666666666666,0
632.0,5743.0,21098.0,16058.333333333336,16941.666666666668,1
632.0,1812211.0,3593531.0000000014,8403.333333333334,9960.0,1
1109.0,1265729.0,2504827.0000000005,1480.0,1588.333333333333,1
1109.0,18240371.0,815909.0000000001,4070.0,3793.333333333334,1
1109.0,1536608.0,675523.0000000001,3778.333333333334,3842.5,0
0.0,489722.0,376058.00000000006,3360.833333333333,3183.333333333333,1
0.0,235384.0,1284156.9999999998,8555.0,9156.666666666666,1
0.0,88361.0,291248.0000000001,6683.333333333332,7175.0,1
238.0,3503506.0,1526883.9999999998,44833.33333333334,44350.0,0
238.0,2231102.0,1573837.0000000002,2535.0,2567.5,0
238.0,582650.0,795036.0,1709.166666666667,1732.5,0
1302.0,3503506.0,1526883.9999999998,44833.33333333334,44350.0,0
1302.0,10052203.0,3511274.0000000014,1728.333333333333,1646.666666666667,1
1302.0,2231102.0,1573837.0000000002,2535.0,2567.5,0
1302.0,219170.0,204885.0,7850.0,8083.333333333332,0
6327.0,4490675.0,5719716.0,57383.33333333334,58083.33333333334,0
6327.0,18311451.0,13700721.999999994,6866.666666666668,8081.666666666668,1
1046.0,20170881.0,14108454.0,7306.666666666668,7253.333333333332,0
304.0,238444.0,116529.0,7820.0,7861.666666666668,0
304.0,46656.0,53682.0,4313.333333333333,4345.833333333333,0
2822.0,254198.0,141495.0,744000.0,732333.3333333335,0
2822.0,33882.0,24394.0,765000.0,777833.3333333335,0
2822.0,477534.0,227462.0,399333.33333333326,395833.33333333326,0
2822.0,200245.0,209702.0,147916.66666666663,149750.0,0
275.0,40762.0,81860.00000000001,30808.33333333333,34141.666666666664,1
275.0,576451.0,236450.0,117000.0,124666.66666666669,1
275.0,77501.0,52599.0,13533.333333333336,13933.333333333336,0
275.0,1885134.0,2013645.0,12750.0,13341.666666666664,1
275.0,631051.0,789881.0000000001,79816.66666666669,86783.33333333331,1
275.0,147535.0,531748.0000000001,49250.0,54066.66666666666,1
511.0,674066.0,424906.00000000006,156900.0,151366.66666666663,0
511.0,305612.0,123346.0,348916.66666666674,340250.0,0
2950.0,915420.0,1379778.9999999998,167050.0,173100.0,0
91.0,1994819.0,2724754.9999999995,3462.5,3696.666666666666,1
910.0,14675261.0,3840033.9999999995,2872.5,2841.666666666666,0
910.0,3500800.0,8147377.999999997,2957.5,3194.166666666666,1
910.0,1573149.0,926837.0,2150.0,2105.0,0
910.0,7044422.0,927586.0,692.5,657.3333333333334,1
910.0,15902.0,1063220.0000000002,2386.6666666666665,2487.5,1
910.0,1032849.0,662767.0000000001,3846.666666666666,3935.0,0
910.0,1056452.0,71397.99999999999,4985.833333333333,4902.5,0
910.0,15845.0,54401.0,30108.33333333333,29975.0,0
910.0,100547.0,109260.0,21933.33333333333,22416.66666666667,0
910.0,1242442.0,1098780.9999999998,17266.666666666668,17041.666666666668,0
652.0,148779.0,93791.0,52866.66666666666,51983.33333333334,0
652.0,37861.0,51667.0,165666.66666666663,165916.66666666663,0
652.0,60951.0,30500.0,75550.0,75300.0,0
652.0,263718.0,81245.00000000001,193033.33333333328,188716.66666666663,0
652.0,385162.0,171649.99999999994,330000.0,323750.0,0
652.0,557887.0,683740.0000000001,24341.66666666667,25166.66666666667,0
652.0,86571.0,147613.00000000006,458583.33333333326,504583.33333333326,1
652.0,224280.0,285960.99999999994,48033.33333333334,49441.66666666666,0
2440.0,40022.0,58083.0,7028.333333333332,7155.0,0
115.0,5506607.0,6587710.000000003,2128.333333333333,2118.333333333333,0
739.0,602217.0,15494700.999999994,1475.0,1694.166666666667,1
739.0,32465.0,11518540.999999998,1001.0,1235.0,1
739.0,79113.0,394464.0,16300.0,16983.333333333332,1
739.0,955757.0,5506607.000000001,1805.833333333333,2128.333333333333,1
739.0,122269.0,8743617.0,717.3333333333335,994.6666666666664,1
739.0,110664.0,42588.0,23691.66666666667,24091.66666666667,0
739.0,3720604.0,3569451.0,2597.333333333333,2858.166666666666,1
739.0,6791710.0,912241.0,1760.0,1682.5,1
739.0,625754.0,1301441.0,5000.0,5066.666666666667,0
658.0,979507.0,88215.0,9206.666666666666,9258.333333333334,0
658.0,1152503.0,594940.0000000001,5170.0,5230.0,0
744.0,1325.0,18901.0,66633.33333333331,70583.33333333331,1
94.0,21407998.0,5652489.0,2415.833333333333,2327.5,0
94.0,1451627.0,1550937.0,4183.333333333333,4159.166666666667,0
1131.0,70309.0,49746.0,91300.0,91816.66666666669,0
148.0,955757.0,5506607.000000001,1805.833333333333,2128.333333333333,1
0.0,15358.0,2358111.0,8445.0,11533.333333333336,1
0.0,318336.0,11165185.999999998,4425.833333333333,6448.333333333332,1
5.0,318336.0,11165185.999999998,4425.833333333333,6448.333333333332,1
5.0,1591882.0,18981740.0,3388.333333333333,4503.333333333333,1
5.0,1430982.0,10725961.000000002,2932.5,3457.5,1
5.0,667883.0,2349793.9999999995,1387.333333333333,1471.833333333333,1
5.0,37719.0,480314.0,901.8333333333336,973.8333333333336,1
1302.0,105737.0,46080.0,20466.666666666668,20433.33333333333,0
42.0,955757.0,5506607.000000001,1805.833333333333,2128.333333333333,1
275.0,175943.0,172560.0,24246.0,25426.5,1
16991.0,136203.0,49254.0,4892.5,4845.833333333333,0
16991.0,21729.0,42826.99999999999,19298.5,19368.83333333333,0
64.0,236074.0,3056578.9999999995,10766.666666666666,12183.333333333336,1
1756.0,955757.0,5506607.000000001,1805.833333333333,2128.333333333333,1
1756.0,73446.0,986798.0,2544.1666666666665,2703.333333333333,1
1756.0,1353.0,1209.0,31133.33333333333,31575.0,0
0.0,266244.0,464983.00000000006,3205.0,3122.5,0
2556.0,278497.0,54267.0,143583.33333333337,141083.33333333337,0
2556.0,7539.0,47341.99999999999,15666.666666666664,15666.666666666664,0
2556.0,139807.0,302133.99999999994,3370.833333333333,3432.5,0
2556.0,19329.0,5579.000000000001,34616.666666666664,33583.333333333336,0
2556.0,4282.0,20550.0,16408.333333333332,16616.666666666668,0
2556.0,15544.0,6339.0,55133.33333333334,54216.66666666666,0
13524.0,324472.0,106408.0,116266.66666666669,118433.33333333331,0
13524.0,47782.0,26581.0,805000.0,823000.0,0
13524.0,55008.0,587227.9999999999,64933.33333333334,77200.0,1
795.0,187420.0,73446.0,2514.1666666666665,2544.1666666666665,0
795.0,92570.0,131287.99999999994,19208.33333333333,20375.0,1
795.0,32050.0,11848.999999999998,2557.5,2569.1666666666665,0
875.0,56053.0,23055.0,4769.166666666667,4620.833333333333,0
1046.0,770195.0,425943.0,3472.5,3357.5,0
275.0,339626.0,263310.0,3551.666666666666,3545.833333333333,0
947.0,11113890.0,2470234.9999999995,1855.833333333333,1756.666666666667,1
947.0,22055.0,59122.0,2444.1666666666665,2485.0,0
21471.0,9573.0,11998.999999999998,65350.0,65316.66666666666,0
21471.0,29061.0,5567.000000000001,23608.33333333333,23608.33333333333,0
64.0,4396.0,3819.0,12683.333333333336,12683.333333333336,0
4096.0,19150.0,123076.0,27000.0,31866.66666666667,1
1002.0,6493403.0,2393019.0,3541.666666666666,3540.833333333333,0
254.0,87528.0,29654.0,1685.0,1672.5,0
2365.0,62013.0,37147.99999999999,7198.333333333332,7393.333333333332,0
1716.0,19591804.0,2671540.9999999995,1808.333333333333,1588.333333333333,1
1716.0,1608577.0,1393431.0,1000.6666666666664,906.0,1
724.0,10845611.0,20824931.0,1423.333333333333,1633.333333333333,1
724.0,7882762.0,1663077.0,9744.0,9559.666666666666,0
724.0,1291876.0,287079.0,1962.0,1970.833333333333,0
1006.0,137833.0,354312.0,3451.666666666666,3231.666666666666,1
2365.0,859956.0,12194233.999999998,2273.333333333333,3855.0,1
2365.0,46965.0,5614995.999999999,5961.666666666668,9131.666666666666,1
2365.0,117380.0,3551985.999999998,2857.5,3335.0,1
902.0,859956.0,12194233.999999998,2273.333333333333,3855.0,1
21471.0,46656.0,53682.0,4313.333333333333,4345.833333333333,0
902.0,342141.0,161713.99999999994,15641.666666666664,14500.0,1
499.0,71406.0,152784.0,47116.66666666666,49500.0,1
499.0,19652.0,35491.00000000001,157083.33333333337,161083.33333333337,0
499.0,23976.0,13641.0,69483.33333333331,70016.66666666669,0
499.0,928694.0,433436.0,153366.66666666663,149433.33333333337,0
499.0,941883.0,479508.0,360500.0,351416.66666666674,0
499.0,238653.0,8890195.000000002,23358.33333333333,32166.66666666667,1
499.0,43955.0,36744.0,420416.66666666674,432666.66666666674,0
0.0,427252.0,205573.0,297166.66666666674,288500.0,0
3289.0,941883.0,479508.0,360500.0,351416.66666666674,0
3289.0,928694.0,433436.0,153366.66666666663,149433.33333333337,0
693.0,531595.0,188546.0,7448.333333333332,7701.666666666668,0
658.0,280598.0,9214996.000000002,1651.666666666667,1765.833333333333,1
1709.0,20962355.0,4668092.000000001,463.0,459.33333333333326,0
744.0,110440.0,479499.0,3690.0,3808.333333333334,0
744.0,2700980.0,1801489.0,7993.333333333332,7271.666666666668,1
264.0,39036559.0,10490674.000000002,1246.6666666666667,1231.6666666666667,0
0.0,58800.0,18899.0,4901.666666666667,4824.166666666667,0
2759.0,4167014.0,5792010.0,4953.333333333333,4491.666666666667,1
5.0,1131558.0,28312705.0,2735.0,3176.666666666666,1
5.0,16217.0,2854396.0000000005,7390.0,8965.0,1
5.0,15532.0,4931.000000000001,104666.66666666669,104333.33333333331,0
4244.0,1176968.0,621085.9999999999,363083.33333333326,344166.66666666674,1
4244.0,1530323.0,1033534.0,161050.0,150883.33333333337,1
4244.0,468996.0,347436.0,217566.66666666663,199750.0,1
1302.0,1065617.0,6130002.0,2407.5,2808.333333333333,1
1302.0,3616.0,1371.0,5153.333333333333,5115.0,0
0.0,7669001.0,4368267.999999999,90083.33333333331,89100.0,0
0.0,625223.0,1530322.9999999998,168950.0,161050.0,1
0.0,81757.0,73749.99999999999,81050.0,80933.33333333331,0
356.0,133189.0,2858893.9999999995,28441.66666666667,37016.66666666666,1
21471.0,7604757.0,6743754.0,1686.666666666667,1887.5,1
21471.0,4475669.0,3620850.9999999995,6175.0,6780.0,1
21471.0,222551.0,34698.0,5178.333333333333,5280.0,0
21471.0,18653615.0,3076027.9999999995,4493.333333333333,4195.0,1
64.0,1265729.0,2504827.0000000005,1480.0,1588.333333333333,1
64.0,18240371.0,815909.0000000001,4070.0,3793.333333333334,1
4096.0,96015.0,286388.0000000001,10183.333333333334,10541.666666666666,0
4096.0,39236.0,16240.999999999998,34250.0,34566.666666666664,0
4096.0,350105.0,176277.0,3668.333333333334,3645.833333333334,0
4096.0,23461.0,20930.0,65000.0,64916.66666666666,0
0.0,979649.0,408943.00000000006,153550.0,152466.66666666663,0
11326.0,348312.0,240118.0,352166.66666666674,356000.0,0
289.0,470388.0,221861.0,3723.333333333334,3886.666666666666,1
289.0,87484.0,1245446.0,3425.0,3559.166666666666,0
1457.0,43905.0,17586.0,1750.0,1696.666666666667,0
6327.0,3776971.0,1112970.9999999998,4590.833333333333,4179.166666666667,1
1046.0,684412.0,3776970.9999999995,4305.833333333333,4590.833333333333,1
1531.0,102125.0,299888.0000000001,28925.0,28941.66666666667,0
1531.0,83649.0,158905.99999999994,9076.666666666666,8966.666666666666,0
300.0,444303.0,282263.0000000001,352786.5,343539.33333333326,0
300.0,941566.0,744019.0000000001,157400.0,153264.66666666663,0
300.0,530481.0,277869.0,234192.16666666663,225661.16666666663,0
1719.0,23123.0,33708.0,92015.33333333331,90598.0,0
1719.0,140603.0,119578.99999999994,28891.66666666667,28675.0,0
1719.0,355846.0,604806.0,361788.16666666674,346403.5,1
1719.0,629790.0,367327.0,17141.666666666668,16983.333333333332,0
1719.0,219420.0,114090.0,60333.33333333334,59116.66666666666,0
1719.0,80505.0,71513.00000000001,43408.333333333336,44708.33333333334,0
558.0,1180035.0,1872447.0,160456.66666666663,155716.5,0
558.0,315463.0,444599.0,209850.0,222116.66666666663,1
558.0,2876202.0,671926.9999999999,53833.33333333334,48358.33333333334,1
558.0,763756.0,650602.9999999999,116666.66666666669,116916.66666666669,0
558.0,4578334.0,4479597.999999999,73650.0,73716.66666666669,0
16991.0,3563263.0,835119.9999999999,55850.0,56250.0,0
2370.0,580248.0,926940.0,389612.5,351395.33333333326,1
2370.0,2217316.0,3508932.999999998,166013.66666666663,147168.16666666663,1
2370.0,99564.0,39379.99999999999,860166.6666666665,831166.6666666665,0
23479.0,3346192.0,2217316.0000000005,155520.5,166013.66666666663,1
23479.0,1717702.0,428184.0,78000.0,86266.66666666669,1
23479.0,245401.0,1792062.0,49150.0,59683.33333333334,1
23479.0,288757.0,496108.00000000006,22100.0,25425.0,1
23479.0,347328.0,1258638.9999999998,27108.33333333333,29958.33333333333,1
23479.0,1137780.0,837303.0,108183.33333333331,112783.33333333331,1
23479.0,910523.0,605239.0000000001,974.1666666666664,947.6666666666664,0
23479.0,1239325.0,567394.0000000001,14291.666666666664,17683.333333333332,1
23479.0,379993.0,1453288.9999999998,9368.333333333334,9706.666666666666,0
23479.0,286143.0,10856062.000000002,2929.166666666666,3552.5,1
23479.0,47163.0,155599.99999999994,24433.33333333333,29366.66666666667,1
8077.0,3346192.0,2217316.0000000005,155520.5,166013.66666666663,1
8077.0,520782.0,244300.0,155383.33333333337,149350.0,0
8077.0,87409.0,99564.0,833833.3333333335,860166.6666666665,0
8077.0,1244787.0,580248.0,384292.83333333326,389612.5,0
280.0,6020676.0,43949989.99999999,6065.0,8043.333333333332,1
280.0,962311.0,1693956.0,123533.66666666669,137933.33333333337,1
45.0,33315.0,155991.0,47683.33333333334,41433.333333333336,1
45.0,274073.0,68192.00000000001,12861.666666666664,11692.833333333336,1
