조회수,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가,라벨
3918.0,513208.0,176491.00000000003,19657.166666666668,18643.33333333333,1
399.0,74339.0,62447.0,41975.0,45233.33333333334,1
3339.0,1272204.0,376673.00000000006,31375.0,28441.66666666667,1
267.0,51179.0,21650.000000000004,13225.0,13075.0,0
267.0,34761.0,66596.00000000001,3655.833333333334,3723.333333333334,0
962.0,33496.0,180561.0,19933.33333333333,21908.33333333333,1
679.0,420891.0,229541.0,16925.0,16800.0,0
679.0,10071.0,20402.0,17200.0,16316.666666666664,1
679.0,1410390.0,81291.0,8185.0,7973.333333333332,0
679.0,6608.0,4544.000000000001,15533.333333333336,15175.0,0
2776.0,592202.0,48229.99999999999,40241.66666666666,38516.66666666666,1
11047.0,7162.0,2739925.0000000005,8645.0,9891.666666666666,1
572.0,1944301.0,440969.0,9441.666666666666,9855.0,1
572.0,201351.0,48012.0,27175.0,27058.33333333333,0
0.0,293637.0,2505051.0,6700.0,9140.0,1
0.0,7704.0,86735.00000000001,23241.66666666667,26750.0,1
0.0,577412.0,352191.99999999994,6278.333333333332,6560.0,1
0.0,48692.0,179934.0,1595.0,1554.166666666667,0
0.0,150793.0,228816.0,3216.666666666666,3411.666666666666,1
0.0,50633.0,35998.999999999985,12550.0,12525.0,0
1970.0,7704.0,86735.00000000001,23241.66666666667,26750.0,1
1970.0,577412.0,352191.99999999994,6278.333333333332,6560.0,1
1970.0,150793.0,228816.0,3216.666666666666,3411.666666666666,1
1970.0,7692.0,68895.99999999999,20391.666666666668,20291.666666666668,0
1970.0,314005.0,113661.0,17745.5,17713.666666666668,0
2365.0,580200.0,271278.99999999994,282583.33333333326,300666.66666666674,1
2440.0,1503015.0,2516944.9999999995,149166.66666666663,201750.0,1
2440.0,42975.0,20822.0,189800.0,192016.66666666663,0
91.0,53851.0,17159.0,104166.66666666669,102416.66666666669,0
91.0,806253.0,515157.0,48041.66666666666,47841.66666666666,0
91.0,6645.0,10540.999999999998,28983.33333333333,28783.33333333333,0
91.0,5215.0,7920.0,15350.0,15125.0,0
1280.0,942456.0,521225.0,84900.0,83700.0,0
1280.0,67403.0,124890.0,176585.83333333337,162551.33333333337,1
1351.0,67403.0,124890.0,176585.83333333337,162551.33333333337,1
0.0,30261.0,67403.00000000001,213209.33333333328,176585.83333333337,1
724.0,22418.0,46044.0,159058.66666666663,162345.66666666663,0
724.0,28468.0,30881.0,117000.0,115250.0,0
724.0,38873.0,23631.0,169516.66666666663,169066.66666666663,0
146.0,62429.0,59704.0,177198.66666666663,169954.5,1
744.0,574531.0,176394.0,111121.83333333331,108458.83333333331,0
744.0,6840689.0,1417143.9999999998,8776.666666666666,9076.666666666666,0
744.0,425053.0,56616.0,153333.33333333337,145083.33333333337,1
1131.0,39260.0,14350.999999999998,149898.16666666663,153586.83333333337,0
1131.0,425053.0,56616.0,153333.33333333337,145083.33333333337,1
1131.0,124788.0,19571.0,50209.66666666666,48632.33333333334,0
1131.0,35049.0,3747.0,7030.0,7026.666666666668,0
1131.0,68450.0,19100.0,59250.0,60066.66666666666,0
1131.0,218337.0,36387.0,28533.33333333333,27666.66666666667,0
51.0,34077.0,425053.00000000006,143250.0,153333.33333333337,1
51.0,2420.0,39259.99999999999,139730.66666666663,149898.16666666663,1
264.0,341747.0,44932.00000000001,122000.0,111250.0,1
264.0,73056.0,16572.0,142646.0,133819.5,1
632.0,73056.0,16572.0,142646.0,133819.5,1
632.0,189100.0,135918.0,13154.166666666664,13850.0,1
1514.0,441797.0,384789.0,17983.333333333332,16883.333333333332,1
1514.0,46448.0,35245.999999999985,59283.33333333334,58233.33333333334,0
1514.0,7140690.0,1432272.0,8793.333333333334,7905.0,1
1514.0,96969.0,67983.99999999999,9680.0,9503.333333333334,0
1514.0,179967.0,126097.0,42025.0,35191.666666666664,1
1514.0,352334.0,195961.00000000003,50791.66666666666,46766.66666666666,1
275.0,435625.0,679300.9999999999,3689.166666666666,3743.666666666666,0
275.0,3508.0,2754.0,54613.33333333334,54447.66666666666,0
275.0,38880.0,16324.999999999998,74483.33333333331,73733.33333333331,0
2189.0,1106402.0,430511.0,23483.33333333333,22675.0,0
2189.0,264643.0,398440.00000000006,22475.0,22583.33333333333,0
45824.0,451157.0,1106402.0,22816.66666666667,23483.33333333333,0
45824.0,80212.0,36883.000000000015,72683.33333333331,71900.0,0
45824.0,59560.0,107182.0,56966.66666666666,57983.33333333334,0
45824.0,102029.0,80010.0,45650.0,46400.0,0
45824.0,39827.0,113809.99999999994,16933.333333333332,17675.0,1
45824.0,21575688.0,3646254.0,2093.0,1935.0,1
45824.0,137309.0,43108.99999999999,25758.33333333333,25600.0,0
413.0,2843526.0,722764.9999999999,20408.33333333333,21041.666666666668,0
847.0,4074439.0,198984.0,6186.666666666668,5678.333333333332,1
847.0,106736.0,56612.0,92183.33333333331,92966.66666666669,0
847.0,1238375.0,565210.0000000001,30858.33333333333,28941.66666666667,1
2298.0,489294.0,222442.0,299840.33333333326,302622.66666666674,0
2298.0,54426.0,42097.99999999999,10300.0,10425.0,0
2298.0,16088.0,24982.0,40125.0,40558.333333333336,0
2298.0,28682.0,17151.999999999996,16933.333333333332,16691.666666666668,0
2298.0,158489.0,81345.99999999999,19633.33333333333,19550.0,0
2298.0,389890.0,1082058.0,18791.666666666668,19600.0,1
962.0,90367.0,149953.99999999994,71800.0,78750.0,1
962.0,776396.0,76368.99999999999,31683.33333333333,29925.0,1
962.0,941756.0,322212.99999999994,10816.666666666666,11141.666666666664,0
962.0,129142.0,76614.99999999999,4919.166666666667,4861.666666666667,0
962.0,822084.0,787875.0,32980.333333333336,33208.833333333336,0
76361.0,390045.0,120382.99999999994,82333.33333333331,73050.0,1
76361.0,229112.0,333947.0000000001,10600.0,10028.333333333334,1
76361.0,388464.0,460815.0,10716.666666666666,10241.666666666666,1
1426.0,28336.0,1452222.9999999998,21316.666666666668,29483.33333333333,1
1426.0,285629.0,418898.0,22525.0,23366.66666666667,0
356.0,254814.0,796784.0000000001,225371.0,243047.0,1
356.0,87253.0,83886.0,74133.33333333331,74200.0,0
356.0,33819.0,18115.0,18158.33333333333,18175.0,0
1349.0,90678.0,5021903.000000001,20550.0,22941.66666666667,1
1349.0,721086.0,145803.0,70950.0,74783.33333333331,1
1349.0,121409.0,125413.99999999994,17858.333333333332,18566.666666666668,0
1349.0,69165.0,100798.0,28975.0,30641.66666666667,1
1349.0,260523.0,842721.9999999999,9451.666666666666,10120.0,1
2013.0,166518.0,103521.0,53633.33333333334,52600.0,0
399.0,1817573.0,493106.0,11310.0,9743.333333333334,1
2075.0,1369931.0,10636219.000000002,16516.666666666668,19833.33333333333,1
2075.0,55136.0,46954.99999999999,37191.66666666666,37841.66666666666,0
2075.0,101626.0,255255.0,8398.333333333334,8638.333333333334,0
2111.0,1589003.0,2952837.0,8505.0,9290.0,1
2111.0,179773.0,120319.0,5611.666666666668,5556.666666666668,0
2111.0,651683.0,157119.0,3805.0,3775.833333333334,0
1327.0,10843473.0,2822359.9999999995,3550.0,3305.833333333333,1
1327.0,2823379.0,472086.0,6443.333333333332,6228.333333333332,0
607.0,25172707.0,20749519.0,4360.833333333333,5950.0,1
607.0,25292767.0,37462693.00000001,8951.666666666666,9528.333333333334,1
607.0,7668011.0,20110177.0,1025.8333333333333,1232.5,1
3464.0,25658443.0,3012327.0,6646.666666666668,5885.0,1
2526.0,5220316.0,585537.0,3859.166666666666,3500.0,1
2526.0,292201.0,1432224.0,5603.333333333332,5226.666666666667,1
2526.0,38089.0,131511.0,12600.0,12316.666666666664,0
2526.0,8148.0,17229.999999999996,15941.666666666664,15658.333333333336,0
1754.0,3540219.0,2243293.9999999995,957.1666666666664,953.5,0
1754.0,23928.0,47619.0,13144.666666666664,13096.666666666664,0
16833.0,5926.0,16565.0,4932.5,5263.333333333333,1
2697.0,4923005.0,2248351.0000000005,1483.333333333333,1455.0,0
2697.0,215360.0,1061535.9999999998,2470.833333333333,2518.333333333333,0
2697.0,199167.0,172048.00000000006,4878.333333333333,4923.333333333333,0
2831.0,330993.0,274775.0000000001,5191.666666666667,5183.333333333333,0
551.0,72929.0,67871.00000000001,11233.333333333336,10475.0,1
1208.0,2614572.0,908375.0,10425.0,10591.666666666666,0
1208.0,8412651.0,2163844.0000000005,4528.333333333333,4944.166666666667,1
2199.0,8412651.0,2163844.0000000005,4528.333333333333,4944.166666666667,1
2199.0,2614572.0,908375.0,10425.0,10591.666666666666,0
2199.0,1753766.0,359628.0,954.5,969.1666666666664,0
2199.0,2458844.0,34602054.0,997.5,1158.3333333333333,1
42.0,2614572.0,908375.0,10425.0,10591.666666666666,0
1822.0,419860.0,1431876.0,88654.83333333331,94785.5,1
1822.0,2614572.0,908375.0,10425.0,10591.666666666666,0
890.0,3747047.0,8412651.0,5501.666666666668,4528.333333333333,1
890.0,1820638.0,2614572.0,12291.666666666664,10425.0,1
890.0,7896491.0,1753765.9999999998,1087.8333333333333,954.5,1
1724.0,11353908.0,2458843.9999999995,997.0,997.5,0
1348.0,45795.0,87752.00000000001,10683.333333333334,11766.666666666664,1
1348.0,93666.0,244319.0,8585.0,8791.666666666666,0
1348.0,301374.0,202920.0,9075.0,9130.0,0
1348.0,194891.0,1293446.0,2797.333333333333,2902.0,0
1348.0,321953.0,488960.0,3817.5,3863.333333333334,0
1348.0,143500.0,49213.0,7600.833333333332,7626.833333333332,0
1722.0,4070808.0,227613.0,9251.666666666666,8551.666666666666,1
1722.0,4354183.0,481594.00000000006,3048.0,2781.0,1
2083.0,438783.0,1413435.9999999998,7451.5,8432.166666666666,1
2083.0,2039645.0,386816.00000000006,4024.166666666666,3823.333333333334,1
2083.0,9776823.0,806019.9999999999,10716.666666666666,9213.333333333334,1
2083.0,234874.0,376273.0,9328.333333333334,9355.0,0
11164.0,141509.0,4070808.0,8493.333333333334,9251.666666666666,1
11164.0,186365.0,4354182.999999999,2794.333333333333,3048.0,1
11164.0,134667.0,419562.0,8783.333333333334,9018.333333333334,0
11164.0,1020107.0,2039645.0,3961.666666666666,4024.166666666666,0
559.0,141509.0,4070808.0,8493.333333333334,9251.666666666666,1
559.0,272119.0,222348.0,254916.66666666663,271833.33333333326,1
559.0,11005.0,4830.999999999999,1379833.333333333,1377500.0,0
559.0,122355.0,397820.0,13283.333333333336,13966.666666666664,1
1327.0,2436163.0,1013589.0,14508.333333333336,14666.666666666664,0
902.0,569851.0,66290.00000000001,2065.833333333333,2060.833333333333,0
902.0,43538.0,213293.0,1711.666666666667,1825.833333333333,1
902.0,104016.0,34870.999999999985,1437.5,1443.333333333333,0
902.0,12228.0,35797.00000000001,7435.0,7690.0,0
902.0,72653.0,143569.00000000006,1366.6666666666667,1385.833333333333,0
1280.0,1978082.0,2756662.9999999995,1959.166666666667,1967.5,0
1280.0,4098506.0,1817104.0,4682.5,4380.0,1
1280.0,159285.0,139609.00000000006,7278.333333333332,7225.0,0
0.0,4510750.0,3415923.0,4213.333333333333,4758.333333333333,1
0.0,2919755.0,1482642.0,1992.5,2005.0,0
0.0,273553.0,56842.0,6260.0,5955.0,1
0.0,856044.0,1054212.0,2135.833333333333,2020.833333333333,1
0.0,2640430.0,1978082.0,2045.833333333333,1959.166666666667,1
724.0,7962107.0,1709661.0,3380.0,2818.333333333333,1
724.0,8576656.0,1936579.0,2544.1666666666665,2465.0,0
724.0,8657292.0,2592532.0000000005,11516.666666666664,10516.666666666666,1
724.0,4140118.0,6617896.999999997,9143.333333333334,12108.333333333336,1
146.0,2194659.0,1932500.0,83066.66666666669,111416.66666666669,1
6627.0,4140118.0,6617896.999999997,9143.333333333334,12108.333333333336,1
6627.0,1291413.0,791682.9999999999,5671.666666666668,5873.333333333332,0
658.0,8410830.0,3912786.0,5000.0,4470.833333333333,1
744.0,1691472.0,1636342.9999999998,4887.5,5280.0,1
1131.0,20774012.0,2640430.0000000005,2392.5,2045.833333333333,1
51.0,7962107.0,1709661.0,3380.0,2818.333333333333,1
51.0,8410830.0,3912786.0,5000.0,4470.833333333333,1
51.0,1537448.0,186555.0,1210.8333333333333,1169.1666666666667,0
51.0,1460066.0,363308.00000000006,1104.1666666666667,1072.5,0
51.0,161135.0,129973.0,6011.666666666668,5938.333333333332,0
264.0,706075.0,3464535.999999998,68350.0,97000.0,1
264.0,197992.0,5286756.0,8773.333333333334,11116.666666666664,1
632.0,5147503.0,7962106.999999997,2643.333333333333,3380.0,1
632.0,8911366.0,20774012.0,1901.666666666667,2392.5,1
632.0,13481763.0,8410830.0,4906.666666666667,5000.0,0
632.0,280983.0,1522461.9999999998,6796.666666666668,8091.666666666668,1
632.0,139414.0,1989307.0,1868.333333333333,2085.0,1
632.0,62327.0,96971.0,78083.33333333331,80066.66666666669,0
632.0,17172.0,24594.0,35283.333333333336,37341.66666666666,1
5.0,5821001.0,8657292.0,8985.0,11516.666666666664,1
238.0,5147503.0,7962106.999999997,2643.333333333333,3380.0,1
238.0,13481763.0,8410830.0,4906.666666666667,5000.0,0
238.0,280983.0,1522461.9999999998,6796.666666666668,8091.666666666668,1
1302.0,5821001.0,8657292.0,8985.0,11516.666666666664,1
2822.0,8911366.0,20774012.0,1901.666666666667,2392.5,1
2822.0,5821001.0,8657292.0,8985.0,11516.666666666664,1
2822.0,357696.0,211890.0,6041.666666666668,5951.666666666668,0
2822.0,13481763.0,8410830.0,4906.666666666667,5000.0,0
275.0,280983.0,1522461.9999999998,6796.666666666668,8091.666666666668,1
275.0,139414.0,1989307.0,1868.333333333333,2085.0,1
304.0,8911366.0,20774012.0,1901.666666666667,2392.5,1
21471.0,5147503.0,7962106.999999997,2643.333333333333,3380.0,1
21471.0,4408311.0,3032917.9999999995,22902.5,32104.33333333333,1
16991.0,319432.0,156970.00000000006,62933.33333333334,63850.0,0
16991.0,389667.0,474930.0,19575.0,19641.666666666668,0
16991.0,400954.0,740767.0000000001,11108.333333333336,11358.333333333336,0
16991.0,1668743.0,6166226.000000001,7601.666666666668,8290.0,1
16991.0,1369608.0,1460065.9999999998,1115.0,1104.1666666666667,0
16991.0,5147503.0,7962106.999999997,2643.333333333333,3380.0,1
64.0,5147503.0,7962106.999999997,2643.333333333333,3380.0,1
64.0,2778535.0,1180641.9999999998,2961.666666666666,3382.5,1
64.0,406086.0,160072.00000000006,7740.0,8238.333333333334,1
64.0,368401.0,160933.00000000006,8625.0,10258.333333333334,1
4096.0,5147503.0,7962106.999999997,2643.333333333333,3380.0,1
4096.0,8911366.0,20774012.0,1901.666666666667,2392.5,1
4096.0,13481763.0,8410830.0,4906.666666666667,5000.0,0
0.0,250753.0,202109.0,8310.0,8301.666666666666,0
0.0,51430.0,48913.99999999999,11266.666666666664,11350.0,0
2556.0,280983.0,1522461.9999999998,6796.666666666668,8091.666666666668,1
2556.0,13481763.0,8410830.0,4906.666666666667,5000.0,0
2556.0,62327.0,96971.0,78083.33333333331,80066.66666666669,0
2556.0,17172.0,24594.0,35283.333333333336,37341.66666666666,1
2556.0,7065.0,51765.0,2552.5,2616.6666666666665,0
289.0,5147503.0,7962106.999999997,2643.333333333333,3380.0,1
289.0,8911366.0,20774012.0,1901.666666666667,2392.5,1
913.0,8911366.0,20774012.0,1901.666666666667,2392.5,1
1457.0,8911366.0,20774012.0,1901.666666666667,2392.5,1
1457.0,13481763.0,8410830.0,4906.666666666667,5000.0,0
1457.0,158720.0,161134.99999999994,6096.666666666668,6011.666666666668,0
875.0,4872232.0,5147502.999999999,1965.833333333333,2643.333333333333,1
875.0,15202821.0,8911366.000000002,1716.666666666667,1901.666666666667,1
875.0,19961039.0,13481763.0,4587.5,4906.666666666667,1
875.0,16884.0,143749.99999999994,3558.333333333333,3668.333333333334,0
875.0,49769.0,62327.0,75083.33333333331,78083.33333333331,0
304.0,253683.0,147159.0,1566.666666666667,1537.5,0
1376.0,36952.0,53007.0,29250.0,30500.0,1
1376.0,556419.0,204201.0,2869.166666666666,2900.0,0
1376.0,20216.0,12027.0,155916.66666666663,154750.0,0
1376.0,4065078.0,12430189.000000002,9413.333333333334,13591.666666666664,1
43.0,1115730.0,1183271.0,6486.666666666668,6440.0,0
22335.0,15351970.0,23098163.000000004,5373.333333333333,5676.666666666668,1
22335.0,6902562.0,860085.0,11100.0,11141.666666666664,0
22335.0,4554807.0,1140527.0,7013.333333333332,6746.666666666668,0
22335.0,5464726.0,6600328.000000003,4267.5,5181.666666666667,1
22335.0,538057.0,2517247.9999999995,7986.666666666668,9416.666666666666,1
22335.0,30198.0,1269435.0,38925.0,49858.33333333334,1
0.0,7677182.0,1434414.9999999998,8196.666666666666,7490.0,1
1895.0,7677182.0,1434414.9999999998,8196.666666666666,7490.0,1
1895.0,194545.0,382577.00000000006,32600.0,31666.66666666667,0
2187.0,8086869.0,723436.0000000001,14658.333333333336,13725.0,1
2264.0,1175546.0,874566.0,7036.666666666668,6928.333333333332,0
1595.0,8086869.0,723436.0000000001,14658.333333333336,13725.0,1
1595.0,7677182.0,1434414.9999999998,8196.666666666666,7490.0,1
1660.0,9177413.0,7677181.999999997,7386.666666666668,8196.666666666666,1
1660.0,317320.0,4452662.000000001,14100.0,19683.33333333333,1
1660.0,264786.0,570966.0,3508.333333333333,4113.333333333333,1
1660.0,4298326.0,728649.0,12632.833333333336,14039.166666666664,1
1660.0,13276516.0,10490359.999999998,3499.166666666666,3655.833333333334,1
1660.0,124278.0,943717.0,10279.166666666666,11600.0,1
1660.0,2233581.0,6088584.0,10775.0,11475.0,1
1660.0,112394.0,78177.99999999999,23466.66666666667,23141.66666666667,0
1660.0,103521.0,143304.0,52600.0,61250.0,1
1596.0,3393351.0,8086869.0,11141.666666666664,14658.333333333336,1
1596.0,9177413.0,7677181.999999997,7386.666666666668,8196.666666666666,1
14499.0,9177413.0,7677181.999999997,7386.666666666668,8196.666666666666,1
14499.0,317320.0,4452662.000000001,14100.0,19683.33333333333,1
0.0,73550.0,10596600.0,1171.6666666666667,1378.333333333333,1
1523.0,3393351.0,8086869.0,11141.666666666664,14658.333333333336,1
1097.0,9177413.0,7677181.999999997,7386.666666666668,8196.666666666666,1
975.0,7969508.0,9177412.999999998,6988.333333333332,7386.666666666668,1
975.0,188781.0,81686.00000000001,13389.833333333336,13267.666666666664,0
375.0,7969508.0,9177412.999999998,6988.333333333332,7386.666666666668,1
375.0,5082408.0,3393351.0,10528.333333333334,11141.666666666664,1
375.0,637239.0,292665.99999999994,5433.333333333333,5463.333333333333,0
375.0,350880.0,361943.00000000006,4194.166666666667,4212.5,0
375.0,796045.0,640590.0,20025.0,20241.666666666668,0
375.0,5772.0,6901.0,8098.333333333332,8083.333333333332,0
375.0,244932.0,155350.99999999994,4085.0,4095.0,0
849.0,2255602.0,7969507.999999997,6420.0,6988.333333333332,1
849.0,295827.0,5082408.0,9033.333333333334,10528.333333333334,1
849.0,10216.0,9058.999999999998,26408.33333333333,26141.66666666667,0
849.0,255546.0,350880.0,4269.166666666667,4194.166666666667,0
1549.0,10340939.0,2084340.0,6640.0,6680.0,0
215.0,284156.0,7913197.000000003,3915.0,4913.333333333333,1
169.0,62292.0,31348.0,11375.0,11866.666666666664,1
902.0,223479.0,104947.0,8036.666666666668,7803.333333333332,0
902.0,5028.0,20164.0,16733.333333333332,16983.333333333332,0
91.0,301171.0,93334.0,1996.666666666667,1995.0,0
6627.0,838460.0,367955.00000000006,11883.333333333336,11350.0,1
6627.0,428464.0,238604.0,3065.0,2985.0,0
6627.0,324906.0,79088.00000000001,8458.333333333334,8290.0,0
6627.0,46384.0,32336.0,17925.0,17833.333333333332,0
6627.0,299741.0,82622.00000000001,6541.666666666668,6411.666666666668,0
6627.0,1640635.0,272085.0,5466.666666666667,5335.0,0
6627.0,54480.0,11029.000000000002,9383.333333333334,9198.333333333334,0
6627.0,195386.0,74642.00000000001,8921.666666666666,8755.0,0
6627.0,126667.0,48516.0,2377.5,2350.833333333333,0
658.0,1090670.0,730399.0000000001,2874.166666666666,2926.666666666666,0
658.0,772066.0,514355.0,707.0,706.8333333333335,0
744.0,10672.0,468873.0,9290.0,9763.333333333334,1
744.0,12723.0,54480.0,9285.0,9383.333333333334,0
1131.0,963094.0,169528.00000000006,8576.666666666666,8466.666666666666,0
1131.0,2178762.0,1183631.0,5401.666666666667,5570.0,0
1131.0,278312.0,129483.0,6541.666666666668,6575.0,0
1131.0,348646.0,305453.0000000001,14616.666666666664,14400.0,0
51.0,1931444.0,642649.0000000001,3039.166666666666,3060.833333333333,0
51.0,1369010.0,730366.0000000001,11766.666666666664,12066.666666666664,0
51.0,963094.0,169528.00000000006,8576.666666666666,8466.666666666666,0
632.0,411871.0,2461441.0000000005,9620.0,10758.333333333334,1
632.0,569425.0,1751451.0,2966.666666666666,3102.5,1
632.0,9556.0,36306.0,16533.333333333332,16858.333333333332,0
632.0,87269.0,330219.99999999994,3854.166666666666,3920.0,0
0.0,416792.0,828983.0000000001,2209.1666666666665,2317.0,1
0.0,569425.0,1751451.0,2966.666666666666,3102.5,1
0.0,15453.0,15855.0,2348.333333333333,2356.6666666666665,0
0.0,20929.0,16120.999999999998,8210.0,8280.0,0
0.0,5174.0,37741.000000000015,8971.666666666666,9075.0,0
0.0,126382.0,221113.0,6458.333333333332,6511.666666666668,0
0.0,9556.0,36306.0,16533.333333333332,16858.333333333332,0
304.0,30206.0,1983493.0,7943.333333333332,8608.333333333334,1
304.0,85339.0,7126933.999999997,2832.5,3130.833333333333,1
304.0,18289.0,480676.00000000006,17850.0,18400.0,0
304.0,246261.0,184963.00000000003,25066.66666666667,25225.0,0
304.0,33469.0,675757.0000000001,13041.666666666664,13658.333333333336,1
16991.0,383720.0,653626.0000000001,5263.333333333333,5318.333333333333,0
16991.0,6598.0,102482.0,9140.0,9283.333333333334,0
0.0,87578.0,43272.0,2126.5,2167.6666666666665,0
0.0,832499.0,426053.0,7603.333333333332,7635.0,0
2556.0,302291.0,264030.99999999994,2847.333333333333,2885.0,0
2556.0,76128.0,134473.99999999994,8885.0,8986.666666666666,0
2556.0,75645.0,79389.99999999999,7895.0,7988.333333333332,0
2556.0,26817.0,1738090.0000000002,5039.166666666667,5706.666666666668,1
289.0,513802.0,919951.0,2843.333333333333,2925.0,0
913.0,1084919.0,391200.0,2804.166666666666,2864.166666666666,0
913.0,128953.0,76128.0,8843.333333333334,8885.0,0
913.0,552012.0,302291.0000000001,2916.5,2847.333333333333,0
913.0,49332.0,75645.0,7860.0,7895.0,0
1457.0,574331.0,93179.0,8098.333333333332,7753.333333333332,1
1457.0,737836.0,174546.0,9113.333333333334,8630.0,1
1457.0,1704785.0,520358.0,2904.333333333333,2809.833333333333,0
875.0,750555.0,1342560.9999999998,25675.0,24283.33333333333,1
875.0,1704785.0,520358.0,2904.333333333333,2809.833333333333,0
875.0,70772.0,141517.99999999994,23425.0,21683.33333333333,1
875.0,57434.0,248915.0,1608.333333333333,1660.833333333333,0
875.0,1031516.0,290064.99999999994,2866.666666666666,2776.666666666666,0
875.0,737836.0,174546.0,9113.333333333334,8630.0,1
875.0,986770.0,265641.0,6410.0,6043.333333333332,1
1046.0,2379613.0,7017357.0,3981.666666666666,5393.333333333333,1
1046.0,1759377.0,1093773.9999999998,12283.333333333336,11258.333333333336,1
1046.0,21453.0,2947198.9999999995,7680.0,9983.333333333334,1
1046.0,353304.0,689164.9999999999,10791.666666666666,11300.0,1
1046.0,22314.0,3062004.0,104333.33333333331,120250.0,1
1046.0,38701887.0,14822499.999999994,3830.833333333334,3494.166666666666,1
1046.0,9927695.0,1628619.0,5638.333333333332,5020.0,1
1302.0,27719.0,131224.99999999994,13166.666666666664,13216.666666666664,0
2822.0,89247.0,3247788.999999998,2780.333333333333,2907.333333333333,1
2822.0,92693.0,532318.0000000001,9046.666666666666,9333.333333333334,0
2822.0,429477.0,398437.00000000006,2957.5,2979.166666666666,0
2822.0,422541.0,57924.0,2543.333333333333,2501.6666666666665,0
2822.0,132076.0,31016.0,9303.333333333334,9230.0,0
2822.0,2116.0,1925.0,8836.666666666666,8765.0,0
2822.0,8997.0,16827.999999999996,17675.0,17608.333333333332,0
2822.0,14644.0,350682.99999999994,18158.33333333333,18741.666666666668,0
275.0,614224.0,186365.0,2781.166666666666,2794.333333333333,0
275.0,43924.0,52514.0,17891.666666666668,18300.0,0
275.0,164171.0,141508.99999999994,8240.0,8493.333333333334,0
275.0,160327.0,315660.0,8296.666666666666,8651.666666666666,1
275.0,86322.0,74973.0,6575.0,6695.0,0
275.0,230858.0,263574.99999999994,2595.0,2612.5,0
275.0,74455.0,134667.0,8696.666666666666,8783.333333333334,0
304.0,19747451.0,16173931.999999998,2763.333333333333,2888.166666666666,1
304.0,11067782.0,7202581.999999997,8780.0,8336.666666666666,1
304.0,137005.0,84189.0,17358.333333333332,17333.333333333332,0
304.0,233718.0,93262.0,17200.0,16591.666666666668,0
304.0,12780461.0,4517100.999999999,3162.5,2825.0,1
304.0,10079.0,5374977.999999999,4085.0,5275.0,1
304.0,49001.0,43827.0,11616.666666666664,11216.666666666664,0
21471.0,2264772.0,950573.0,8276.666666666666,8153.333333333332,0
21471.0,413478.0,450464.0,6028.333333333332,5991.666666666668,0
4096.0,2014029.0,121308.0,10483.333333333334,9923.333333333334,1
2770.0,11514.0,12319.999999999998,50466.66666666666,50200.0,0
2770.0,36236.0,32568.0,41658.333333333336,41091.66666666666,0
2770.0,86481.0,44158.00000000001,45366.66666666666,44300.0,0
2770.0,15781.0,9378.0,26391.66666666667,26158.33333333333,0
1473.0,100762.0,126769.0,14741.666666666664,15525.0,1
2034.0,5180893.0,4309541.000000001,84250.0,84600.0,0
2034.0,87293.0,67398.99999999999,78600.0,79216.66666666669,0
2034.0,33286.0,39009.0,42283.333333333336,42183.333333333336,0
2034.0,14747.0,13389.0,51166.66666666666,51433.33333333334,0
2034.0,32525.0,48247.99999999999,45691.66666666666,45583.33333333334,0
2034.0,19643.0,11841.0,53250.0,53733.33333333334,0
2034.0,108956.0,76305.0,22391.66666666667,22975.0,0
5266.0,87293.0,67398.99999999999,78600.0,79216.66666666669,0
5266.0,32525.0,48247.99999999999,45691.66666666666,45583.33333333334,0
391.0,58872.0,28031.0,12708.333333333336,13166.666666666664,0
391.0,5180893.0,4309541.000000001,84250.0,84600.0,0
2006.0,5180893.0,4309541.000000001,84250.0,84600.0,0
666.0,69608.0,67886.00000000001,254666.66666666663,246666.66666666663,0
666.0,1413863.0,1267644.0,12558.333333333336,12125.0,0
666.0,61787.0,83021.00000000001,46541.66666666666,44266.66666666666,1
5947.0,79152.0,118762.0,77400.0,75083.33333333331,0
5947.0,190511.0,327177.0,24408.33333333333,22716.66666666667,1
5947.0,16911.0,37600.000000000015,54316.66666666666,51950.0,1
5947.0,61787.0,83021.00000000001,46541.66666666666,44266.66666666666,1
1400.0,93876.0,79152.0,79233.33333333331,77400.0,0
5088.0,87292.0,93876.0,77483.33333333331,79233.33333333331,0
5088.0,70128.0,65985.0,45875.0,46816.66666666666,0
5088.0,23118.0,17175.999999999996,28350.0,29341.66666666667,0
13838.0,149806.0,228186.0,26325.0,25483.33333333333,0
13838.0,276673.0,210933.0,4675.833333333333,4777.5,0
13838.0,80957.0,41578.99999999999,10150.0,10216.666666666666,0
13838.0,17291.0,63615.0,9323.333333333334,9576.666666666666,0
2445.0,188396.0,151390.00000000006,11058.333333333336,10883.333333333334,0
0.0,6432886.0,3629745.0,88450.0,87383.33333333331,0
0.0,405523.0,221192.0,319333.33333333326,311250.0,0
5753.0,147188.0,132198.0,77166.66666666669,76683.33333333331,0
5753.0,32978.0,18995.0,53816.66666666666,53716.66666666666,0
5753.0,286818.0,281358.99999999994,2872.5,2805.0,0
5753.0,47254.0,64819.0,47533.33333333334,47383.33333333334,0
5753.0,149968.0,70170.99999999999,45900.0,47133.33333333334,0
