조회수,해당일 거래량,다음날 거래량,해당일 평균 주가,다음날 평균 주가
893.0,444649.0,396410.0,1963.166666666667,2067.333333333333
1046.0,243920.0,1263921.9999999998,2341.6666666666665,2611.6666666666665
316.0,4742344.0,7724143.999999997,6405.0,7605.0
4096.0,11048813.0,7161214.000000003,7691.666666666668,10016.666666666666
1054.0,118652.0,51928.0,71150.0,70366.66666666669
2822.0,1603.0,1774278.0,2780.0,3582.5
186.0,671393.0,1975038.0,4136.666666666667,4128.333333333333
30981.0,4864039.0,9321592.0,14713.0,13932.333333333336
928.0,4146602.0,1109715.9999999998,8736.666666666666,8361.666666666666
467.0,2779905.0,4153242.0,3979.166666666666,4086.666666666666
1431.0,351945.0,3326238.0,219866.66666666663,207766.66666666663
1761.0,13662.0,9811.999999999998,258500.0,257083.33333333328
586.0,237236.0,531925.9999999999,5083.333333333333,5240.0
9565.0,228860.0,479229.0,48733.33333333334,51400.0
8978.0,6293426.0,1941272.0,41733.333333333336,40408.333333333336
199.0,114511.0,622836.0,8091.666666666668,8131.666666666668
1709.0,10454.0,4589.000000000001,5415.0,5378.333333333333
1616.0,23247.0,14625.0,5103.333333333333,5123.333333333333
5947.0,56835.0,91314.0,45658.33333333334,42741.66666666666
1131.0,3168.0,3095.0,24000.0,23900.0
821.0,203874.0,196824.0,1527.5,1557.5
250.0,813724.0,348960.0,7763.333333333332,7606.666666666668
0.0,2516014.0,1485364.9999999998,14216.666666666664,14008.333333333336
77.0,26601.0,145429.99999999994,12725.0,13091.666666666664
722.0,126282.0,77937.0,19875.0,19233.33333333333
28601.0,1298816.0,7453189.000000003,2714.1666666666665,3001.666666666666
1153.0,913572.0,1578922.0000000002,4260.833333333333,4565.833333333333
1321.0,170215.0,104254.0,212133.33333333328,212583.33333333328
2405.0,1040871.0,6252222.0,16758.333333333332,19808.33333333333
8299.0,192975.0,141793.99999999994,41050.0,41675.0
1481.0,476281.0,14134824.0,5588.333333333332,5220.0
1872.0,5889875.0,1249455.0,2333.333333333333,2160.833333333333
19339.0,128321.0,54944.0,113533.33333333331,109216.66666666669
740.0,2496594.0,9795906.0,3417.5,3494.166666666666
13838.0,66660.0,178437.0,1562.5,1630.833333333333
1121.0,15851.0,67119.99999999999,13325.0,13458.333333333336
1005.0,3964534.0,16008036.0,1070.0,1125.0
3243.0,259189.0,468991.00000000006,2917.5,2919.166666666666
36.0,4864039.0,9321592.000000002,14713.0,13932.333333333336
2405.0,120944.0,18143.0,46116.66666666666,45050.0
222.0,76520.0,41775.0,7075.0,7015.0
15.0,6628831.0,8088010.000000003,3166.666666666666,4114.166666666667
238.0,219170.0,204885.0,7850.0,8083.333333333332
210.0,3921100.0,1617749.0,2624.1666666666665,2336.6666666666665
19323.0,475697.0,353043.99999999994,88083.33333333331,88866.66666666669
7748.0,73267.0,120892.0,6496.666666666668,6741.666666666668
260.0,688830.0,603520.0000000001,3584.166666666666,3434.166666666666
962.0,360476.0,115560.0,9691.666666666666,9681.666666666666
1270.0,51928.0,48829.99999999999,70366.66666666669,69216.66666666669
770.0,1570659.0,45135420.0,6530.0,7598.333333333332
5088.0,60372.0,157204.99999999994,46266.66666666666,47958.33333333334
275.0,1528357.0,268200.99999999994,22775.0,19258.33333333333
13619.0,33090.0,77769.99999999999,647666.6666666665,648500.0
5457.0,27117.0,42061.000000000015,34150.0,35133.333333333336
975.0,1311419.0,105608.0,6516.666666666668,6326.666666666668
1351.0,416792.0,828983.0000000001,2209.1666666666665,2317.0
1550.0,275065.0,1134324.0,33583.333333333336,31975.0
85.0,29234971.0,5320092.999999999,5648.333333333332,5140.0
814.0,420011.0,4605762.999999999,2550.833333333333,2640.833333333333
6919.0,139084.0,287294.0000000001,24350.0,25033.33333333333
629.0,663062.0,2829672.0,3959.166666666666,4004.166666666666
374.0,2269331.0,1897755.0,9858.333333333334,9550.0
0.0,1809977.0,17579202.0,2196.6666666666665,2010.833333333333
201.0,94378.0,1064972.0,7203.333333333332,8466.666666666666
875.0,90830.0,9681.0,17850.0,17508.333333333332
6751.0,3001426.0,3399132.999999998,21316.666666666668,26233.33333333333
21471.0,238444.0,116529.0,7820.0,7861.666666666668
258.0,142152.0,114314.0,1084.1666666666667,1086.6666666666667
19339.0,125525.0,129049.0,204516.66666666663,193166.66666666663
1102.0,319352.0,99403.0,1655.833333333333,1579.166666666667
1090.0,2477539.0,2451157.0000000005,21783.33333333333,23333.33333333333
206.0,20569831.0,21369633.0,1439.166666666667,1644.166666666667
739.0,110664.0,255528.0,23691.66666666667,24091.66666666667
649.0,142819.0,466546.00000000006,19666.666666666668,21183.33333333333
949.0,617796.0,13244196.0,3008.333333333333,3237.5
2440.0,25762.0,211691.0,48808.33333333334,53566.66666666666
0.0,5551.0,577298.0,8633.333333333334,14400.0
462.0,38128.0,163472.0,59666.66666666666,66650.0
1548.0,3028758.0,5103405.0,57083.33333333334,57583.33333333334
0.0,1177461.0,2054345.0,9395.0,11041.666666666664
4581.0,95402.0,122323.99999999994,37858.16666666666,38538.833333333336
707.0,58674.0,63857.0,8573.333333333334,8635.0
1043.0,186666.0,520712.0,20975.0,22658.33333333333
867.0,130485.0,229831.0,16591.666666666668,15758.333333333336
2922.0,4163363.0,6361324.000000003,13091.666666666664,15416.666666666664
0.0,103895.0,58682.0,79516.66666666669,80016.66666666669
2278.0,52910652.0,10560240.0,1492.5,1291.6666666666667
236.0,7460211.0,63181392.0,4270.833333333333,5023.333333333333
0.0,1274287.0,10237198.000000002,4765.833333333333,5995.0
13619.0,3072.0,3624.0,150666.66666666663,149833.33333333337
290.0,14559.0,19234.0,24608.33333333333,25758.33333333333
679.0,332323.0,834273.9999999999,10741.666666666666,10866.666666666666
559.0,1065253.0,163810.00000000006,6343.333333333332,6223.333333333332
481.0,2887675.0,955757.0,1778.333333333333,1805.833333333333
0.0,243281.0,2389138.9999999995,10183.333333333334,11900.0
564.0,826437.0,855387.0,10031.666666666666,10040.0
11244.0,56087.0,143040.0,1448.333333333333,1408.333333333333
0.0,58037.0,67395.0,8071.666666666668,8203.333333333334
288.0,445546.0,181514.0,149083.33333333337,131833.33333333337
51.0,2748642.0,756427.9999999999,4140.833333333333,4142.5
795.0,57440.0,25475.0,9333.333333333334,9460.0
169.0,60025.0,14250606.0,3347.5,3533.333333333333
3449.0,415320.0,2565676.0,3603.333333333334,3806.666666666666
679.0,3747.0,1928.0,18800.0,17941.666666666668
2336.0,1635002.0,8653738.000000002,8646.666666666666,11091.666666666664
0.0,9719.0,46582.00000000001,7966.666666666668,8350.0
2947.0,14264784.0,11293998.0,15775.0,20091.666666666668
250.0,128256.0,71009.0,3473.333333333333,3563.333333333333
0.0,689693.0,5567868.0,6815.0,7425.0
1046.0,1798145.0,14747308.999999998,6798.333333333332,8065.0
632.0,1314694.0,867836.0000000001,857.3333333333335,924.3333333333336
1049.0,1874801.0,3182673.0,44941.66666666666,52008.33333333334
919.0,21791.0,45679.00000000001,24616.66666666667,24841.66666666667
1663.0,299741.0,82622.00000000001,6541.666666666668,6411.666666666668
188.0,136080.0,93618.0,2058.333333333333,2158.333333333333
724.0,1864261.0,769840.0000000001,6703.333333333332,6308.333333333332
157.0,1191132.0,304859.0,1395.0,1351.6666666666667
438.0,67387.0,485760.0,24016.66666666667,24300.0
176.0,56147.0,179304.0,5885.0,5910.0
1106.0,105099.0,177505.00000000003,142083.33333333337,146000.0
909.0,24407.0,17763.0,22783.33333333333,22950.0
465.0,96540.0,1789872.0,5248.333333333333,5388.333333333333
260.0,816689.0,1204212.0,8060.0,9036.666666666666
74.0,1301085.0,7424566.000000003,6533.333333333332,8815.0
76361.0,53567.0,90455.0,33416.666666666664,31741.66666666667
76.0,47597.0,271392.0,1678.333333333333,1723.333333333333
739.0,8198035.0,2303301.0,16250.0,16675.0
499.0,104164.0,127678.0,43191.66666666666,42900.0
13177.0,79468.0,83152.0,233583.33333333328,234916.66666666663
62777.0,1119.0,842.0,563166.6666666665,572166.6666666665
608.0,129519.0,5473824.0,9786.666666666666,10275.0
264.0,41336.0,1150304.0,24575.0,29941.66666666667
658.0,834439.0,403727.0,315750.0,317500.0
115.0,104666.0,202067.0,169166.66666666663,186000.0
176.0,106413.0,176520.0,2118.333333333333,2115.833333333333
61.0,104318.0,526513.0000000001,6833.333333333332,7545.0
875.0,202262.0,363822.0,783.3333333333335,857.3333333333335
0.0,17589.0,6800.0,38983.333333333336,38341.66666666666
6627.0,897913.0,608073.0,9338.333333333334,8803.333333333334
0.0,134236.0,960540.0,38625.0,39866.66666666666
952.0,4377.0,5028.999999999999,86116.66666666669,84683.33333333331
11157.0,2305384.0,13120728.0,14083.333333333336,16258.333333333336
7685.0,66291.0,140268.0,2693.333333333333,2866.666666666666
8406.0,19367.0,11572.999999999998,159933.33333333337,160500.0
490.0,34438.0,31391.0,2991.666666666666,2994.166666666666
1239.0,246846.0,70079.00000000001,2808.333333333333,2815.833333333333
51.0,20774012.0,2640430.0000000005,2392.5,2045.833333333333
10206.0,485057.0,1190718.9999999998,27708.33333333333,34033.333333333336
1235.0,46305036.0,138586848.0,528.1666666666666,566.5
64.0,105081.0,236432.0,237891.5,245583.83333333328
1197.0,482303.0,204557.0,18258.33333333333,17883.333333333332
51.0,74866.0,31236.0,17858.333333333332,17783.333333333332
197.0,480832.0,364173.0,13391.666666666664,13291.666666666664
1917.0,6753664.0,4107012.0,1470.0,1322.5
0.0,420579.0,381409.0,19275.0,19041.666666666668
564.0,1048845.0,3671583.9999999995,10350.0,12016.666666666664
1443.0,247455.0,83733.99999999999,8215.0,8181.666666666668
1489.0,2840067.0,3101824.9999999995,1479.166666666667,1416.666666666667
370.0,2180.0,10338.0,67366.66666666669,67016.66666666669
1416.0,1864845.0,2057984.0,1160.8333333333333,1217.5
102.0,90194.0,616464.0,4776.666666666667,4795.0
1467.0,1038346.0,2110036.9999999995,3382.5,3829.166666666666
275.0,14242.0,13687.999999999998,14691.666666666664,14316.666666666664
5076.0,85825.0,337901.0000000001,5049.166666666667,5558.333333333332
1280.0,1454928.0,339393.0,7014.166666666668,6598.833333333332
3982.0,4970298.0,1624261.9999999998,19866.666666666668,18975.0
1724.0,28591.0,17181.0,152500.0,153916.66666666663
295.0,93998.0,372966.0,8115.0,8083.333333333332
2573.0,4368268.0,6755953.000000003,89100.0,90450.0
4608.0,57870.0,131766.0,19933.33333333333,21350.0
990.0,153560.0,139003.0,56500.0,56600.0
499.0,173432.0,97142.0,183366.66666666663,179233.33333333337
724.0,1333876.0,272739.99999999994,4075.833333333334,3858.333333333334
255.0,437662.0,192385.00000000003,10006.666666666666,9795.0
16991.0,12673.0,89523.99999999999,4876.666666666667,4815.0
1660.0,3393351.0,8086869.0,11141.666666666664,14658.333333333336
1149.0,18680.0,36312.0,3434.166666666666,3401.666666666666
0.0,621086.0,610821.0,344166.66666666674,334666.66666666674
647.0,40671.0,289602.0,7546.666666666668,7850.0
1351.0,19601007.0,4390557.999999999,6400.0,6011.666666666668
1020.0,98584.0,35959.999999999985,139166.66666666663,143500.0
0.0,1453236.0,1812808.0,103250.0,102000.0
2298.0,224111.0,206258.0,20058.33333333333,21458.33333333333
228.0,27274.0,52467.0,602.6666666666666,577.6666666666666
867.0,152096.0,263211.0,34250.0,32308.33333333333
1718.0,163931.0,626502.0,48300.0,44058.33333333334
1046.0,1167907.0,6589012.000000003,5401.666666666667,7825.0
1599.0,16660173.0,21801966.0,1565.833333333333,1705.0
1327.0,37302.0,61029.0,116666.66666666669,127583.33333333331
1486.0,1098676.0,8479297.0,879.0,1171.6666666666667
451.0,6107878.0,16697097.0,2520.833333333333,3593.333333333333
187.0,7295129.0,1531756.9999999998,8168.333333333332,7626.666666666668
2370.0,462293.0,589207.0000000001,224811.5,206082.66666666663
1666.0,326852.0,185658.0,143333.33333333337,144583.33333333337
16991.0,28640.0,36862.99999999999,2075.0,2137.5
1210.0,9193840.0,10212568.000000002,5050.0,5308.333333333333
1750.0,79138.0,755821.0000000001,13316.666666666664,15158.333333333336
375.0,21577.0,7726.0,8680.0,8763.333333333334
185.0,56051.0,32152.0,3006.666666666666,3018.333333333333
1302.0,216563.0,277869.0,369416.66666666674,434750.0
668.0,986770.0,265641.0,6410.0,6043.333333333332
1162.0,24535.0,51770.0,34900.0,35483.333333333336
535.0,18289.0,480676.00000000006,17850.0,18400.0
2778.0,704130.0,5378814.0,3006.666666666666,2900.833333333333
91.0,254384.0,95791.0,3725.0,3704.166666666666
1127.0,176140.0,3641813.0,2810.833333333333,3120.0
772.0,10787.0,29114.0,31270.33333333333,31294.66666666667
617.0,11879.0,8440.999999999998,171083.33333333337,169500.0
1148.0,22345.0,255857.0,252916.66666666663,272250.0
23.0,188578.0,221677.0,8711.666666666666,8281.666666666666
1542.0,2691985.0,3141112.0000000005,60066.66666666666,60950.0
705.0,915793.0,28288.0,14150.0,13866.666666666664
2360.0,9412713.0,1449021.0,9506.666666666666,10083.333333333334
0.0,33880.0,71664.99999999999,38016.66666666666,39600.0
11908.0,3908897.0,9085458.0,64900.0,64616.66666666666
2822.0,6929495.0,3165390.999999998,55450.0,56000.0
115.0,881521.0,548694.0,118583.33333333331,116500.0
6627.0,105774.0,90569.0,132443.0,138336.5
1917.0,357268.0,109882932.0,2424.1666666666665,2820.0
0.0,411871.0,2461441.0000000005,9620.0,10758.333333333334
898.0,99364.0,2022966.0,2216.6666666666665,2360.0
585.0,3943920.0,2084104.0,3427.166666666666,3731.166666666666
1002.0,51523.0,188870.0,4165.833333333333,4310.0
1097.0,3393351.0,8086869.0,11141.666666666664,14658.333333333336
115.0,221796.0,1589263.9999999998,52150.0,65766.66666666669
410.0,110368.0,568362.0,26666.66666666667,26908.33333333333
24673.0,6748676.0,10596504.0,3866.666666666666,5848.333333333332
170.0,29421.0,741193.0000000001,9785.0,12941.666666666664
0.0,79441.0,1029574.0,9670.0,10216.666666666666
1151.0,32017281.0,8921212.0,923.3333333333336,892.6666666666665
629.0,18542.0,596208.0,19416.666666666668,20241.666666666668
0.0,1307342.0,1245284.0,32950.0,26500.0
27359.0,3847.0,11893.000000000002,5136.666666666667,5211.666666666667
792.0,121123.0,3753912.0,12583.333333333336,15300.0
94.0,1451627.0,9305622.0,4183.333333333333,4159.166666666667
529.0,6388344.0,8672764.999999998,10205.0,12150.0
658.0,1065617.0,6130002.0,2407.5,2808.333333333333
2526.0,16716703.0,13557804.0,5605.0,4790.833333333333
632.0,5496442.0,55431912.0,256.3333333333333,327.8333333333333
4096.0,127905.0,69776.00000000001,3670.833333333334,3578.333333333333
11908.0,6774992.0,20592618.0,14341.666666666664,12858.333333333336
1014.0,12938.0,123301.0,12425.0,12850.0
1582.0,2170663.0,464860.00000000006,12900.0,12691.666666666664
128.0,98088.0,356022.0,2195.833333333333,2284.1666666666665
97.0,3515591.0,500096.0,6835.0,6508.333333333332
6919.0,575521.0,242290.0,23991.66666666667,23466.66666666667
668.0,750555.0,1342560.9999999998,25675.0,24283.33333333333
632.0,142134.0,44857.00000000001,30148.83333333333,30188.66666666667
0.0,8302018.0,55826885.0,1299.1666666666667,1561.666666666667
290.0,163472.0,194238.0,66650.0,60616.66666666666
304.0,413478.0,450464.0,6028.333333333332,5991.666666666668
36.0,793250.0,938761.0,29558.33333333333,33891.666666666664
565.0,1662833.0,331506.0,9525.0,9348.333333333334
1588.0,60925.0,10857090.0,6696.666666666668,6961.666666666668
264.0,4408311.0,3032917.9999999995,22902.5,32104.33333333333
25987.0,18245.0,534997.0000000001,20983.33333333333,22691.66666666667
304.0,188382.0,256973.0,2348.333333333333,2401.6666666666665
974.0,4040878.0,643750.9999999999,1033.8333333333333,1056.6666666666667
123.0,1356969.0,891822.0,3170.0,3194.166666666666
626.0,640600.0,749695.0000000001,2878.333333333333,2919.166666666666
448.0,11133614.0,11975959.000000002,3753.333333333334,4655.833333333333
1148.0,77872.0,59816.0,15456.0,14968.0
19535.0,2137381.0,3618924.9999999995,10391.666666666666,12766.666666666664
727.0,353325.0,2154966.0,5925.0,6320.0
710.0,870387.0,4809843.999999999,10450.0,12641.666666666664
545.0,471138.0,1162212.0,73633.33333333331,76566.66666666669
0.0,2473.0,86142.0,5778.333333333332,6273.333333333332
1599.0,10944545.0,90201228.0,1412.5,1707.5
875.0,59127.0,5821182.0,5525.0,7563.333333333332
529.0,36129.0,1781542.0000000002,6313.333333333332,10691.666666666666
1351.0,126382.0,221113.0,6458.333333333332,6511.666666666668
233.0,336026.0,453192.0,2235.0,2290.0
1872.0,243886.0,204397.0,2931.666666666666,2935.0
327.0,24086.0,45597.0,13833.333333333336,13983.333333333336
2111.0,408904.0,873764.0000000001,29900.0,31633.33333333333
19339.0,1914327.0,3766296.0,7846.666666666668,8635.0
573.0,19193.0,13906.0,32433.33333333333,31766.66666666667
187.0,1200400.0,447470.0,14504.333333333336,15291.5
0.0,1329055.0,189192.0,10476.666666666666,9488.333333333334
302.0,104318.0,526513.0000000001,6833.333333333332,7545.0
163.0,28408.0,7381917.0,1159.1666666666667,1535.833333333333
536.0,3472039.0,15155460.0,3905.0,3989.166666666666
490.0,3507495.0,484667.0,5541.666666666668,5326.666666666667
1718.0,15354631.0,36925740.0,2121.6666666666665,2187.5
947.0,1796464.0,274677.99999999994,2559.1666666666665,2476.6666666666665
867.0,154061.0,129876.0,20833.33333333333,19533.33333333333
0.0,15379.0,6825.0,112416.66666666669,111916.66666666669
751.0,48817.0,171460.00000000006,84045.83333333331,87564.0
11164.0,315660.0,9776823.0,8651.666666666666,10716.666666666666
0.0,341697.0,4776774.0,7148.333333333332,7295.0
0.0,142202.0,146922.0,115916.66666666669,96783.33333333331
1246.0,102687.0,581952.0,48000.0,47191.66666666666
910.0,15902.0,6379320.0,2386.6666666666665,2487.5
1131.0,514294.0,555517.0000000001,11625.0,12416.666666666664
304.0,86575.0,126853.0,11691.666666666664,11591.666666666664
529.0,225363.0,1826604.0,4569.166666666667,4620.833333333333
1091.0,149516.0,658006.9999999999,5191.666666666667,5396.666666666667
951.0,378920.0,126655.0,10450.0,10125.0
0.0,24779.0,66966.0,62850.0,66850.0
474.0,633855.0,300288.0,26500.0,25408.33333333333
432.0,195164.0,2851704.0,5176.666666666667,5100.0
0.0,37329.0,15951.0,9848.333333333334,9713.333333333334
6327.0,42555.0,130146.0,2975.0,2987.5
1410.0,150835.0,73820838.0,1930.0,2334.1666666666665
54.0,1376512.0,2134350.0,3882.5,4680.833333333333
0.0,6129926.0,1285367.0,3072.0,2905.833333333333
222.0,1397591.0,36139284.0,3101.666666666666,3510.833333333333
875.0,95541.0,56284.0,14591.666666666664,14950.0
0.0,266380.0,13868521.999999998,2835.0,4107.5
2768.0,582987.0,17513424.999999996,2095.833333333333,2560.833333333333
0.0,133438.0,81756.99999999999,81566.66666666669,81050.0
1153.0,63327.0,230190.0,31108.33333333333,31533.33333333333
1145.0,110978.0,140641.00000000006,407166.66666666674,431000.0
6627.0,5286756.0,6735942.0,11116.666666666664,13041.666666666664
11157.0,1629413.0,1513812.0,17725.0,18300.0
910.0,1242442.0,6592686.0,17266.666666666668,17041.666666666668
23.0,5191488.0,10450149.0,2464.1666666666665,2817.5
1327.0,66507.0,44235.0,12627.5,12730.833333333336
404.0,47423.0,87408.0,17583.333333333332,17741.666666666668
6643.0,107895.0,94476.0,4264.166666666667,4270.0
724.0,564696.0,2378548.0000000005,1215.0,1332.5
670.0,25309.0,4100964.0,1207.5,1225.0
2123.0,1818156.0,9669051.0,3818.333333333334,4220.833333333333
682.0,345890.0,99365.0,4232.5,4385.5
802.0,458983.0,217750.0,62833.33333333334,60933.33333333334
188.0,2061521.0,6983856.0,2959.166666666666,3779.166666666666
276.0,41563.0,13257.0,179416.66666666663,179166.66666666663
383.0,15023891.0,24303353.000000004,7488.333333333332,9310.0
0.0,4672523.0,4014234.0,7225.0,8501.666666666666
647.0,147576.0,1014484.0,25116.66666666667,27175.0
1248.0,7015682.0,65667270.0,1273.3333333333333,1412.5
91.0,667543.0,11032944.0,8088.333333333332,10508.333333333334
324.0,60276.0,95510.0,42308.333333333336,42200.0
521.0,180943.0,615148.9999999999,4000.0,4055.0
350.0,61229438.0,11682799.999999998,1263.3333333333333,1245.8333333333333
904.0,1373980.0,3044310.0,9168.333333333334,8901.666666666666
587.0,409753.0,3796248.0,5521.666666666668,5843.333333333332
792.0,35532.0,129079.99999999994,34851.833333333336,36658.833333333336
620.0,688830.0,3621120.0,3584.166666666666,3434.166666666666
2770.0,68489.0,43156.000000000015,77950.0,77400.0
0.0,154627.0,154122.0,670833.3333333335,695166.6666666665
3449.0,807203.0,1855548.0,13525.0,14158.333333333336
2182.0,93361.0,64398.0,41891.66666666666,44016.66666666666
287.0,324342.0,512741.0,8620.0,9278.333333333334
3268.0,49825.0,39238.99999999999,34708.333333333336,34200.0
594.0,73446.0,986798.0,2544.1666666666665,2703.333333333333
1190.0,240645.0,419864.0,17316.666666666668,16533.333333333332
5.0,312618.0,176122.99999999997,247083.33333333328,279833.33333333326
11298.0,169455.0,1008674.0,2539.1666666666665,2598.333333333333
2822.0,151745.0,88722.99999999999,437416.66666666674,432666.66666666674
1588.0,20574.0,584292.0,15175.0,16066.666666666664
25920.0,15460.0,9316.999999999998,5948.333333333332,5758.333333333332
0.0,9855735.0,8247832.000000003,1457.5,1592.5
3893.0,188478992.0,33516171.0,1113.3333333333333,992.0
1100.0,12487.0,20195.0,85800.0,86300.0
